學年,學制,年級數,縣市代碼,縣市,鄉鎮市區代碼,鄉鎮市區,學校數,全體學生數,原住民學生數,原住民男學生數,原住民女學生數
114,國中,3,63000,臺北市,63000100,內湖區,6,7100,119,57,62
114,國中,3,63000,臺北市,63000110,士林區,6,6798,99,51,48
114,國中,3,63000,臺北市,63000120,北投區,6,7307,88,42,46
114,國中,3,64000,高雄市,64000010,鹽埕區,1,473,11,6,5
114,國中,3,64000,高雄市,64000020,鼓山區,3,4536,100,54,46
114,國中,3,64000,高雄市,64000030,左營區,6,6967,153,65,88
114,國中,3,64000,高雄市,64000040,楠梓區,5,5970,162,84,78
114,國中,3,64000,高雄市,64000050,三民區,5,6982,85,47,38
114,國中,3,64000,高雄市,64000060,新興區,0,516,5,1,4
114,國中,3,64000,高雄市,64000070,前金區,1,325,13,9,4
114,國中,3,64000,高雄市,64000080,苓雅區,4,6686,94,45,49
114,國中,3,64000,高雄市,64000090,前鎮區,5,3228,92,45,47
114,國中,3,64000,高雄市,64000100,旗津區,1,270,1,0,1
114,國中,3,64000,高雄市,64000110,小港區,4,3989,149,74,75
114,國中,3,64000,高雄市,64000120,鳳山區,8,9172,245,139,106
114,國中,3,64000,高雄市,64000130,林園區,1,1469,46,22,24
114,國中,3,64000,高雄市,64000140,大寮區,3,1702,79,31,48
114,國中,3,64000,高雄市,64000150,大樹區,2,1251,72,34,38
114,國中,3,64000,高雄市,64000160,大社區,1,502,14,10,4
114,國中,3,64000,高雄市,64000170,仁武區,1,1512,47,20,27
114,國中,3,64000,高雄市,64000180,鳥松區,1,924,36,18,18
114,國中,3,64000,高雄市,64000190,岡山區,3,2518,60,28,32
114,國中,3,64000,高雄市,64000200,橋頭區,1,749,32,27,5
114,國中,3,64000,高雄市,64000210,燕巢區,1,344,6,2,4
114,國中,3,64000,高雄市,64000220,田寮區,1,43,0,0,0
114,國中,3,64000,高雄市,64000230,阿蓮區,1,571,15,8,7
114,國中,3,64000,高雄市,64000240,路竹區,1,1312,15,8,7
114,國中,3,64000,高雄市,64000250,湖內區,1,318,10,7,3
114,國中,3,64000,高雄市,64000260,茄萣區,1,384,5,4,1
114,國中,3,64000,高雄市,64000270,永安區,1,145,2,2,0
114,國中,3,64000,高雄市,64000280,彌陀區,1,297,7,3,4
114,國中,3,64000,高雄市,64000290,梓官區,2,603,15,7,8
114,國中,3,64000,高雄市,64000300,旗山區,3,789,39,12,27
114,國中,3,64000,高雄市,64000310,美濃區,3,505,21,18,3
114,國中,3,64000,高雄市,64000320,六龜區,1,132,38,22,16
114,國中,3,64000,高雄市,64000330,甲仙區,1,55,4,2,2
114,國中,3,64000,高雄市,64000340,杉林區,2,123,37,20,17
114,國中,3,64000,高雄市,64000350,內門區,1,87,2,0,2
114,國中,3,64000,高雄市,64000360,茂林區,1,22,22,18,4
114,國中,3,64000,高雄市,64000370,桃源區,1,48,47,16,31
114,國中,3,64000,高雄市,64000380,那瑪夏區,1,112,85,38,47
114,國中,3,65000,新北市,65000010,板橋區,8,16146,321,157,164
114,國中,3,65000,新北市,65000020,三重區,5,8874,201,121,80
114,國中,3,65000,新北市,65000030,中和區,4,8825,132,71,61
114,國中,3,65000,新北市,65000040,永和區,2,6696,100,49,51
114,國中,3,65000,新北市,65000050,新莊區,5,11969,257,141,116
114,國中,3,65000,新北市,65000060,新店區,3,5289,197,78,119
114,國中,3,65000,新北市,65000070,樹林區,4,3515,235,114,121
114,國中,3,65000,新北市,65000080,鶯歌區,3,2139,152,72,80
114,國中,3,65000,新北市,65000090,三峽區,2,4048,194,107,87
114,國中,3,65000,新北市,65000100,淡水區,2,4283,126,71,55
114,國中,3,65000,新北市,65000110,汐止區,2,3007,159,79,80
114,國中,3,65000,新北市,65000120,瑞芳區,2,1285,38,20,18
114,國中,3,65000,新北市,65000130,土城區,2,5126,137,72,65
114,國中,3,65000,新北市,65000140,蘆洲區,2,4634,109,56,53
114,國中,3,65000,新北市,65000150,五股區,1,1014,55,28,27
114,國中,3,65000,新北市,65000160,泰山區,2,1891,61,37,24
114,國中,3,65000,新北市,65000170,林口區,4,5331,156,77,79
114,國中,3,65000,新北市,65000180,深坑區,1,315,13,6,7
114,國中,3,65000,新北市,65000190,石碇區,0,107,3,1,2
114,國中,3,65000,新北市,65000200,坪林區,1,117,1,1,0
114,國中,3,65000,新北市,65000210,三芝區,1,358,8,4,4
114,國中,3,65000,新北市,65000220,石門區,1,110,1,1,0
114,國中,3,65000,新北市,65000230,八里區,1,1033,46,20,26
114,國中,3,65000,新北市,65000240,平溪區,1,15,0,0,0
114,國中,3,65000,新北市,65000250,雙溪區,0,132,3,1,2
114,國中,3,65000,新北市,65000260,貢寮區,1,61,1,0,1
114,國中,3,65000,新北市,65000270,金山區,0,247,0,0,0
114,國中,3,65000,新北市,65000280,萬里區,1,73,7,4,3
114,國中,3,65000,新北市,65000290,烏來區,1,28,27,12,15
114,國中,3,66000,臺中市,66000020,東區,2,992,18,12,6
114,國中,3,66000,臺中市,66000030,南區,2,1997,49,30,19
114,國中,3,66000,臺中市,66000040,西區,3,5821,92,41,51
114,國中,3,66000,臺中市,66000050,北區,3,4683,91,40,51
114,國中,3,66000,臺中市,66000060,西屯區,6,6881,157,91,66
114,國中,3,66000,臺中市,66000070,南屯區,4,5655,82,46,36
114,國中,3,66000,臺中市,66000080,北屯區,5,9834,176,93,83
114,國中,3,66000,臺中市,66000090,豐原區,4,5054,136,82,54
114,國中,3,66000,臺中市,66000100,東勢區,3,926,81,39,42
114,國中,3,66000,臺中市,66000110,大甲區,3,2746,26,17,9
114,國中,3,66000,臺中市,66000120,清水區,3,2128,43,25,18
114,國中,3,66000,臺中市,66000130,沙鹿區,4,3538,99,60,39
114,國中,3,66000,臺中市,66000140,梧棲區,1,1785,49,22,27
114,國中,3,66000,臺中市,66000150,后里區,1,1304,42,28,14
114,國中,3,66000,臺中市,66000160,神岡區,1,1107,57,29,28
114,國中,3,66000,臺中市,66000170,潭子區,2,3334,85,46,39
114,國中,3,66000,臺中市,66000180,大雅區,2,3007,132,67,65
114,國中,3,66000,臺中市,66000190,新社區,0,414,20,6,14
114,國中,3,66000,臺中市,66000200,石岡區,1,278,8,5,3
114,國中,3,66000,臺中市,66000210,外埔區,1,331,8,5,3
114,國中,3,66000,臺中市,66000220,大安區,1,96,4,3,1
114,國中,3,66000,臺中市,66000230,烏日區,3,4476,70,37,33
114,國中,3,66000,臺中市,66000240,大肚區,1,764,26,13,13
114,國中,3,66000,臺中市,66000250,龍井區,2,1693,96,40,56
114,國中,3,66000,臺中市,66000260,霧峰區,2,1137,33,21,12
114,國中,3,66000,臺中市,66000270,太平區,3,4983,179,91,88
114,國中,3,66000,臺中市,66000280,大里區,5,7739,148,71,77
114,國中,3,66000,臺中市,66000290,和平區,2,64,34,19,15
114,國中,3,67000,臺南市,67000010,新營區,3,3258,35,15,20
114,國中,3,67000,臺南市,67000020,鹽水區,1,433,3,1,2
114,國中,3,67000,臺南市,67000030,白河區,1,246,1,1,0
114,國中,3,67000,臺南市,67000040,柳營區,1,47,1,1,0
114,國中,3,67000,臺南市,67000050,後壁區,2,211,5,4,1
114,國中,3,67000,臺南市,67000060,東山區,2,171,3,1,2
114,國中,3,67000,臺南市,67000070,麻豆區,1,1763,11,6,5
114,國中,3,67000,臺南市,67000080,下營區,1,255,1,1,0
114,國中,3,67000,臺南市,67000090,六甲區,1,351,1,0,1
114,國中,3,67000,臺南市,67000100,官田區,1,132,8,3,5
114,國中,3,67000,臺南市,67000110,大內區,1,83,11,7,4
114,國中,3,67000,臺南市,67000120,佳里區,2,1212,10,3,7
114,國中,3,67000,臺南市,67000130,學甲區,1,275,2,2,0
114,國中,3,67000,臺南市,67000140,西港區,1,1973,11,7,4
114,國中,3,67000,臺南市,67000150,七股區,2,785,5,0,5
114,國中,3,67000,臺南市,67000160,將軍區,1,108,0,0,0
114,國中,3,67000,臺南市,67000170,北門區,1,49,1,1,0
114,國中,3,67000,臺南市,67000180,新化區,1,655,11,4,7
114,國中,3,67000,臺南市,67000190,善化區,2,630,21,13,8
114,國中,3,67000,臺南市,67000200,新市區,1,1448,10,5,5
114,國中,3,67000,臺南市,67000210,安定區,1,318,6,2,4
114,國中,3,67000,臺南市,67000220,山上區,1,63,2,1,1
114,國中,3,67000,臺南市,67000230,玉井區,1,193,3,2,1
114,國中,3,67000,臺南市,67000240,楠西區,1,98,0,0,0
114,國中,3,67000,臺南市,67000250,南化區,1,42,3,2,1
114,國中,3,67000,臺南市,67000260,左鎮區,1,39,0,0,0
114,國中,3,67000,臺南市,67000270,仁德區,2,764,16,8,8
114,國中,3,67000,臺南市,67000280,歸仁區,1,1603,28,18,10
114,國中,3,67000,臺南市,67000290,關廟區,1,428,5,1,4
114,國中,3,67000,臺南市,67000300,龍崎區,1,25,0,0,0
114,國中,3,67000,臺南市,67000310,永康區,3,5033,120,53,67
114,國中,3,67000,臺南市,67000320,東區,4,9717,97,54,43
114,國中,3,67000,臺南市,67000330,南區,2,1549,22,11,11
114,國中,3,67000,臺南市,67000340,北區,4,3322,41,18,23
114,國中,3,67000,臺南市,67000350,安南區,5,5285,51,25,26
114,國中,3,67000,臺南市,67000360,安平區,2,2535,33,19,14
114,國中,3,67000,臺南市,67000370,中西區,2,2784,17,10,7
114,國中,3,68000,桃園市,68000010,桃園區,12,17741,583,295,288
114,國中,3,68000,桃園市,68000020,中壢區,11,11723,588,303,285
114,國中,3,68000,桃園市,68000030,大溪區,2,2268,407,211,196
114,國中,3,68000,桃園市,68000040,楊梅區,7,5602,294,147,147
114,國中,3,68000,桃園市,68000050,蘆竹區,4,4781,277,126,151
114,國中,3,68000,桃園市,68000060,大園區,2,1502,128,73,55
114,國中,3,68000,桃園市,68000070,龜山區,4,2837,331,168,163
114,國中,3,68000,桃園市,68000080,八德區,2,4968,415,207,208
114,國中,3,68000,桃園市,68000090,龍潭區,4,3117,235,123,112
114,國中,3,68000,桃園市,68000100,平鎮區,5,9462,356,179,177
114,國中,3,68000,桃園市,68000110,新屋區,2,937,36,22,14
114,國中,3,68000,桃園市,68000120,觀音區,2,1498,150,71,79
114,國中,3,68000,桃園市,68000130,復興區,0,171,157,87,70
114,國中,3,9007,連江縣,9007010,南竿鄉,2,182,3,3,0
114,國中,3,9007,連江縣,9007020,北竿鄉,1,31,0,0,0
114,國中,3,9007,連江縣,9007030,莒光鄉,1,13,0,0,0
114,國中,3,9007,連江縣,9007040,東引鄉,1,21,2,0,2
114,國中,3,9020,金門縣,9020010,金城鎮,1,906,4,1,3
114,國中,3,9020,金門縣,9020020,金沙鎮,1,171,2,1,1
114,國中,3,9020,金門縣,9020030,金湖鎮,1,453,13,7,6
114,國中,3,9020,金門縣,9020040,金寧鄉,1,326,7,4,3
114,國中,3,9020,金門縣,9020050,烈嶼鄉,1,92,0,0,0
114,高中職,3,10002,宜蘭縣,10002010,宜蘭市,3,4061,174,69,105
114,高中職,3,10002,宜蘭縣,10002020,羅東鎮,2,2426,159,73,86
114,高中職,3,10002,宜蘭縣,10002030,蘇澳鎮,1,386,49,24,25
114,高中職,3,10002,宜蘭縣,10002040,頭城鎮,1,613,48,15,33
114,高中職,3,10002,宜蘭縣,10002060,壯圍鄉,1,217,2,2,0
114,高中職,3,10002,宜蘭縣,10002070,員山鄉,1,536,21,12,9
114,高中職,3,10002,宜蘭縣,10002080,冬山鄉,2,1291,88,80,8
114,高中職,3,10002,宜蘭縣,10002120,南澳鄉,1,143,132,79,53
114,高中職,3,10004,新竹縣,10004010,竹北市,3,4739,98,49,49
114,高中職,3,10004,新竹縣,10004020,竹東鎮,2,3217,297,179,118
114,高中職,3,10004,新竹縣,10004030,新埔鎮,1,929,23,14,9
114,高中職,3,10004,新竹縣,10004040,關西鎮,1,896,39,21,18
114,高中職,3,10004,新竹縣,10004050,湖口鄉,1,759,30,12,18
114,高中職,3,10004,新竹縣,10004060,新豐鄉,2,2300,129,99,30
114,高中職,3,10005,苗栗縣,10005010,苗栗市,4,4230,111,49,62
114,高中職,3,10005,苗栗縣,10005020,苑裡鎮,3,1652,31,16,15
114,高中職,3,10005,苗栗縣,10005040,竹南鎮,4,3800,122,57,65
114,高中職,3,10005,苗栗縣,10005050,頭份市,1,690,21,12,9
114,高中職,3,10005,苗栗縣,10005070,卓蘭鎮,2,502,17,8,9
114,高中職,3,10005,苗栗縣,10005080,大湖鄉,1,461,40,28,12
114,高中職,3,10005,苗栗縣,10005130,三義鄉,1,233,7,3,4
114,高中職,3,10007,彰化縣,10007010,彰化市,7,9749,87,45,42
114,高中職,3,10007,彰化縣,10007020,鹿港鎮,1,1283,12,5,7
114,高中職,3,10007,彰化縣,10007030,和美鎮,1,918,14,8,6
114,高中職,3,10007,彰化縣,10007070,秀水鄉,1,1414,13,9,4
114,高中職,3,10007,彰化縣,10007100,員林市,4,5385,68,29,39
114,高中職,3,10007,彰化縣,10007110,溪湖鎮,2,1890,11,4,7
114,高中職,3,10007,彰化縣,10007120,田中鎮,3,2094,43,24,19
114,高中職,3,10007,彰化縣,10007160,永靖鄉,1,1082,5,4,1
114,高中職,3,10007,彰化縣,10007190,北斗鎮,1,1378,13,5,8
114,高中職,3,10007,彰化縣,10007200,二林鎮,2,1233,9,6,3
114,高中職,3,10008,南投縣,10008010,南投市,4,3222,178,96,82
114,高中職,3,10008,南投縣,10008020,埔里鎮,3,1748,229,120,109
114,高中職,3,10008,南投縣,10008030,草屯鎮,3,1903,79,45,34
114,高中職,3,10008,南投縣,10008040,竹山鎮,1,871,18,10,8
114,高中職,3,10008,南投縣,10008060,名間鄉,1,74,0,0,0
114,高中職,3,10008,南投縣,10008090,魚池鄉,1,61,25,13,12
114,高中職,3,10008,南投縣,10008110,水里鄉,1,529,91,47,44
114,高中職,3,10008,南投縣,10008130,仁愛鄉,1,157,101,58,43
114,高中職,3,10009,雲林縣,10009010,斗六市,4,3396,33,15,18
114,高中職,3,10009,雲林縣,10009020,斗南鎮,2,795,18,10,8
114,高中職,3,10009,雲林縣,10009030,虎尾鎮,4,3122,38,19,19
114,高中職,3,10009,雲林縣,10009040,西螺鎮,1,1375,13,10,3
114,高中職,3,10009,雲林縣,10009050,土庫鎮,2,1141,12,6,6
114,高中職,3,10009,雲林縣,10009060,北港鎮,3,1432,15,9,6
114,高中職,3,10009,雲林縣,10009070,古坑鄉,2,274,2,2,0
114,高中職,3,10009,雲林縣,10009100,林內鄉,1,506,17,12,5
114,高中職,3,10009,雲林縣,10009130,麥寮鄉,1,396,28,23,5
114,高中職,3,10009,雲林縣,10009180,四湖鄉,1,212,1,0,1
114,高中職,3,10009,雲林縣,10009200,水林鄉,1,92,0,0,0
114,高中職,3,10010,嘉義縣,10010010,太保市,1,494,5,4,1
114,高中職,3,10010,嘉義縣,10010020,朴子市,2,1201,20,11,9
114,高中職,3,10010,嘉義縣,10010040,大林鎮,0,0,0,0,0
114,高中職,3,10010,嘉義縣,10010050,民雄鄉,2,1518,11,8,3
114,高中職,3,10010,嘉義縣,10010070,新港鄉,1,213,3,3,0
114,高中職,3,10010,嘉義縣,10010120,水上鄉,1,1013,7,4,3
114,高中職,3,10010,嘉義縣,10010140,竹崎鄉,1,446,12,6,6
114,高中職,3,10013,屏東縣,10013010,屏東市,7,6815,538,299,239
114,高中職,3,10013,屏東縣,10013020,潮州鎮,1,1224,162,92,70
114,高中職,3,10013,屏東縣,10013030,東港鎮,2,1153,30,21,9
114,高中職,3,10013,屏東縣,10013040,恆春鎮,1,398,77,44,33
114,高中職,3,10013,屏東縣,10013060,長治鄉,0,0,0,0,0
114,高中職,3,10013,屏東縣,10013100,鹽埔鄉,2,772,173,75,98
114,高中職,3,10013,屏東縣,10013130,內埔鄉,2,924,239,182,57
114,高中職,3,10013,屏東縣,10013160,枋寮鄉,1,240,60,33,27
114,高中職,3,10013,屏東縣,10013210,佳冬鄉,1,600,60,35,25
114,高中職,3,10013,屏東縣,10013300,來義鄉,1,126,123,80,43
114,高中職,3,10014,臺東縣,10014010,臺東市,7,3678,1529,856,673
114,高中職,3,10014,臺東縣,10014020,成功鎮,1,96,57,39,18
114,高中職,3,10014,臺東縣,10014030,關山鎮,1,184,123,82,41
114,高中職,3,10014,臺東縣,10014160,蘭嶼鄉,1,29,28,13,15
114,高中職,3,10015,花蓮縣,10015010,花蓮市,8,5559,1833,1030,803
114,高中職,3,10015,花蓮縣,10015020,鳳林鎮,1,11,5,0,5
114,高中職,3,10015,花蓮縣,10015030,玉里鎮,1,351,199,120,79
114,高中職,3,10015,花蓮縣,10015040,新城鄉,1,760,449,173,276
114,高中職,3,10015,花蓮縣,10015050,吉安鄉,1,294,137,67,70
114,高中職,3,10015,花蓮縣,10015070,光復鄉,1,166,111,57,54
114,高中職,3,10016,澎湖縣,10016010,馬公市,2,1483,14,7,7
114,高中職,3,10017,基隆市,10017010,中正區,3,2483,112,63,49
114,高中職,3,10017,基隆市,10017020,七堵區,1,1082,57,30,27
114,高中職,3,10017,基隆市,10017030,暖暖區,2,923,25,18,7
114,高中職,3,10017,基隆市,10017050,中山區,2,266,13,4,9
114,高中職,3,10017,基隆市,10017060,安樂區,1,393,13,11,2
114,高中職,3,10017,基隆市,10017070,信義區,3,770,24,1,23
114,高中職,3,10018,新竹市,10018010,東區,9,13589,352,161,191
114,高中職,3,10018,新竹市,10018020,北區,2,2889,63,41,22
114,高中職,3,10018,新竹市,10018030,香山區,2,1170,31,14,17
114,高中職,3,10020,嘉義市,10020010,東區,11,11503,183,107,76
114,高中職,3,10020,嘉義市,10020020,西區,1,1545,28,0,28
114,高中職,3,63000,臺北市,63000010,松山區,3,3692,80,32,48
114,高中職,3,63000,臺北市,63000020,信義區,6,8024,154,77,77
114,高中職,3,63000,臺北市,63000030,大安區,9,10231,156,92,64
114,高中職,3,63000,臺北市,63000040,中山區,5,6962,94,17,77
114,高中職,3,63000,臺北市,63000050,中正區,6,9138,191,126,65
114,高中職,3,63000,臺北市,63000060,大同區,5,6001,149,83,66
114,高中職,3,63000,臺北市,63000070,萬華區,2,2550,53,35,18
114,高中職,3,63000,臺北市,63000080,文山區,11,8708,107,50,57
114,高中職,3,63000,臺北市,63000090,南港區,3,4789,73,47,26
114,高中職,3,63000,臺北市,63000100,內湖區,5,6771,109,63,46
114,高中職,3,63000,臺北市,63000110,士林區,7,6459,148,43,105
114,高中職,3,63000,臺北市,63000120,北投區,6,5634,79,33,46
114,高中職,3,64000,高雄市,64000020,鼓山區,4,2077,62,26,36
114,高中職,3,64000,高雄市,64000030,左營區,4,6290,139,68,71
114,高中職,3,64000,高雄市,64000040,楠梓區,3,2741,62,31,31
114,高中職,3,64000,高雄市,64000050,三民區,5,11943,364,184,180
114,高中職,3,64000,高雄市,64000060,新興區,2,2436,50,20,30
114,高中職,3,64000,高雄市,64000070,前金區,1,2229,58,0,58
114,高中職,3,64000,高雄市,64000080,苓雅區,5,6005,100,47,53
114,高中職,3,64000,高雄市,64000090,前鎮區,4,4333,98,64,34
114,高中職,3,64000,高雄市,64000110,小港區,2,1647,28,13,15
114,高中職,3,64000,高雄市,64000120,鳳山區,5,6695,157,85,72
114,高中職,3,64000,高雄市,64000130,林園區,1,478,9,6,3
114,高中職,3,64000,高雄市,64000140,大寮區,3,6460,275,143,132
114,高中職,3,64000,高雄市,64000150,大樹區,2,499,47,33,14
114,高中職,3,64000,高雄市,64000170,仁武區,1,522,6,4,2
114,高中職,3,64000,高雄市,64000180,鳥松區,1,753,13,8,5
114,高中職,3,64000,高雄市,64000190,岡山區,2,2742,46,31,15
114,高中職,3,64000,高雄市,64000200,橋頭區,1,1159,76,62,14
114,高中職,3,64000,高雄市,64000210,燕巢區,0,88,0,0,0
114,高中職,3,64000,高雄市,64000240,路竹區,1,478,9,6,3
114,高中職,3,64000,高雄市,64000260,茄萣區,1,424,0,0,0
114,高中職,3,64000,高雄市,64000300,旗山區,2,1026,63,31,32
114,高中職,3,64000,高雄市,64000310,美濃區,1,61,9,6,3
114,高中職,3,64000,高雄市,64000320,六龜區,1,68,28,12,16
114,高中職,3,65000,新北市,65000010,板橋區,7,7350,163,80,83
114,高中職,3,65000,新北市,65000020,三重區,7,8203,213,135,78
114,高中職,3,65000,新北市,65000030,中和區,4,5439,65,36,29
114,高中職,3,65000,新北市,65000040,永和區,3,5155,110,49,61
114,高中職,3,65000,新北市,65000050,新莊區,3,3916,81,36,45
114,高中職,3,65000,新北市,65000060,新店區,8,10795,409,190,219
114,高中職,3,65000,新北市,65000070,樹林區,2,3814,209,86,123
114,高中職,3,65000,新北市,65000080,鶯歌區,1,1755,80,46,34
114,高中職,3,65000,新北市,65000090,三峽區,3,2218,72,39,33
114,高中職,3,65000,新北市,65000100,淡水區,3,3610,107,69,38
114,高中職,3,65000,新北市,65000110,汐止區,3,1459,91,63,28
114,高中職,3,65000,新北市,65000120,瑞芳區,2,1270,46,31,15
114,高中職,3,65000,新北市,65000130,土城區,3,3942,108,80,28
114,高中職,3,65000,新北市,65000140,蘆洲區,2,1622,29,17,12
114,高中職,3,65000,新北市,65000160,泰山區,1,2014,56,41,15
114,高中職,3,65000,新北市,65000170,林口區,3,2992,103,47,56
114,高中職,3,65000,新北市,65000190,石碇區,1,425,2,1,1
114,高中職,3,65000,新北市,65000230,八里區,1,368,2,0,2
114,高中職,3,65000,新北市,65000250,雙溪區,1,212,11,6,5
114,高中職,3,65000,新北市,65000260,貢寮區,1,6,0,0,0
114,高中職,3,65000,新北市,65000270,金山區,1,289,24,12,12
114,高中職,3,65000,新北市,65000280,萬里區,1,110,15,11,4
114,高中職,3,66000,臺中市,66000020,東區,2,4102,150,57,93
114,高中職,3,66000,臺中市,66000030,南區,2,5078,101,67,34
114,高中職,3,66000,臺中市,66000040,西區,2,2865,72,8,64
114,高中職,3,66000,臺中市,66000050,北區,4,10765,261,168,93
114,高中職,3,66000,臺中市,66000060,西屯區,4,4756,130,62,68
114,高中職,3,66000,臺中市,66000070,南屯區,2,4087,113,66,47
114,高中職,3,66000,臺中市,66000080,北屯區,4,2459,34,14,20
114,高中職,3,66000,臺中市,66000090,豐原區,2,3023,79,39,40
114,高中職,3,66000,臺中市,66000100,東勢區,2,1776,222,110,112
114,高中職,3,66000,臺中市,66000110,大甲區,3,4332,74,48,26
114,高中職,3,66000,臺中市,66000120,清水區,2,1612,42,23,19
114,高中職,3,66000,臺中市,66000130,沙鹿區,1,1737,52,39,13
114,高中職,3,66000,臺中市,66000140,梧棲區,1,689,13,10,3
114,高中職,3,66000,臺中市,66000150,后里區,1,905,20,15,5
114,高中職,3,66000,臺中市,66000160,神岡區,1,298,16,16,0
114,高中職,3,66000,臺中市,66000170,潭子區,4,2763,16,7,9
114,高中職,3,66000,臺中市,66000180,大雅區,1,412,11,3,8
114,高中職,3,66000,臺中市,66000190,新社區,1,841,31,20,11
114,高中職,3,66000,臺中市,66000230,烏日區,2,4172,40,13,27
114,高中職,3,66000,臺中市,66000250,龍井區,1,499,17,11,6
114,高中職,3,66000,臺中市,66000260,霧峰區,2,2487,78,33,45
114,高中職,3,66000,臺中市,66000270,太平區,4,3957,119,55,64
114,高中職,3,66000,臺中市,66000280,大里區,5,11900,307,132,175
114,高中職,3,67000,臺南市,67000010,新營區,5,3258,31,20,11
114,高中職,3,67000,臺南市,67000020,鹽水區,1,151,0,0,0
114,高中職,3,67000,臺南市,67000030,白河區,1,322,17,13,4
114,高中職,3,67000,臺南市,67000040,柳營區,1,4,0,0,0
114,高中職,3,67000,臺南市,67000050,後壁區,1,523,9,4,5
114,高中職,3,67000,臺南市,67000070,麻豆區,3,2466,20,13,7
114,高中職,3,67000,臺南市,67000100,官田區,1,100,5,5,0
114,高中職,3,67000,臺南市,67000120,佳里區,2,1911,17,15,2
114,高中職,3,67000,臺南市,67000140,西港區,1,1608,6,3,3
114,高中職,3,67000,臺南市,67000180,新化區,2,2221,15,9,6
114,高中職,3,67000,臺南市,67000190,善化區,1,797,22,20,2
114,高中職,3,67000,臺南市,67000200,新市區,1,412,4,1,3
114,高中職,3,67000,臺南市,67000230,玉井區,1,303,3,2,1
114,高中職,3,67000,臺南市,67000280,歸仁區,2,1106,11,7,4
114,高中職,3,67000,臺南市,67000310,永康區,4,4987,62,37,25
114,高中職,3,67000,臺南市,67000320,東區,6,6635,63,40,23
114,高中職,3,67000,臺南市,67000330,南區,4,3370,40,18,22
114,高中職,3,67000,臺南市,67000340,北區,3,2716,23,14,9
114,高中職,3,67000,臺南市,67000350,安南區,2,1303,11,4,7
114,高中職,3,67000,臺南市,67000360,安平區,2,1381,12,12,0
114,高中職,3,67000,臺南市,67000370,中西區,3,4444,90,36,54
114,高中職,3,68000,桃園市,68000010,桃園區,5,12242,425,206,219
114,高中職,3,68000,桃園市,68000020,中壢區,5,11024,564,228,336
114,高中職,3,68000,桃園市,68000030,大溪區,2,1345,142,91,51
114,高中職,3,68000,桃園市,68000040,楊梅區,4,8509,609,359,250
114,高中職,3,68000,桃園市,68000050,蘆竹區,1,1399,68,31,37
114,高中職,3,68000,桃園市,68000060,大園區,2,2319,124,78,46
114,高中職,3,68000,桃園市,68000070,龜山區,3,4080,252,146,106
114,高中職,3,68000,桃園市,68000080,八德區,2,6080,239,156,83
114,高中職,3,68000,桃園市,68000090,龍潭區,3,1394,77,62,15
114,高中職,3,68000,桃園市,68000100,平鎮區,4,9117,409,205,204
114,高中職,3,68000,桃園市,68000110,新屋區,2,887,46,32,14
114,高中職,3,68000,桃園市,68000120,觀音區,1,881,40,25,15
114,高中職,3,68000,桃園市,68000130,復興區,1,209,106,48,58
114,高中職,3,9007,連江縣,9007010,南竿鄉,1,252,14,11,3
114,高中職,3,9020,金門縣,9020010,金城鎮,1,950,6,0,6
114,高中職,3,9020,金門縣,9020030,金湖鎮,1,784,13,8,5
114,大專,,09020,金門縣,9020040,金寧鄉,1,3660,52,20,32
114,大專,,10002,宜蘭縣,10002010,宜蘭市,1,5318,151,106,45
114,大專,,10002,宜蘭縣,10002050,礁溪鄉,1,2465,89,35,54
114,大專,,10002,宜蘭縣,10002100,三星鄉,1,1360,180,28,152
114,大專,,10004,新竹縣,10004060,新豐鄉,1,9707,263,139,124
114,大專,,10004,新竹縣,10004070,芎林鄉,1,1633,24,13,11
114,大專,,10005,苗栗縣,10005010,苗栗市,1,7418,106,61,45
114,大專,,10005,苗栗縣,10005060,後龍鎮,1,5027,187,37,150
114,大專,,10005,苗栗縣,10005150,造橋鄉,1,3505,100,27,73
114,大專,,10007,彰化縣,10007010,彰化市,2,12188,270,122,148
114,大專,,10007,彰化縣,10007130,大村鄉,1,3173,38,21,17
114,大專,,10008,南投縣,10008020,埔里鎮,1,6512,320,123,197
114,大專,,10008,南投縣,10008030,草屯鎮,1,2435,57,30,27
114,大專,,10009,雲林縣,10009010,斗六市,1,10450,132,73,59
114,大專,,10009,雲林縣,10009030,虎尾鎮,1,12003,166,135,31
114,大專,,10010,嘉義縣,10010040,大林鎮,2,7312,140,62,78
114,大專,,10010,嘉義縣,10010050,民雄鄉,2,15198,199,106,93
114,大專,,10013,屏東縣,10013010,屏東市,1,8697,505,199,306
114,大專,,10013,屏東縣,10013100,鹽埔鄉,1,3780,459,156,303
114,大專,,10013,屏東縣,10013130,內埔鄉,2,13855,828,264,564
114,大專,,10013,屏東縣,10013200,南州鄉,1,1417,221,37,184
114,大專,,10014,臺東縣,10014010,臺東市,2,5391,792,327,465
114,大專,,10015,花蓮縣,10015010,花蓮市,1,4994,804,136,668
114,大專,,10015,花蓮縣,10015040,新城鄉,0,0,0,0,0
114,大專,,10015,花蓮縣,10015060,壽豐鄉,1,10035,845,332,513
114,大專,,10016,澎湖縣,10016010,馬公市,1,2202,23,15,8
114,大專,,10017,基隆市,10017010,中正區,1,9069,145,102,43
