學年度,學校類別,學校代碼,學校名稱,等級別,原住民在學數,全體在學數,原住民佔比
107,大專校院,0044,國立體育大學,五專,0,,
107,大專校院,0044,國立體育大學,博士班,1,158.0,0.00633
107,大專校院,0044,國立體育大學,學士班,147,1748.0,0.0841
107,大專校院,0044,國立體育大學,碩士班,20,559.0,0.03578
107,大專校院,0046,國立臺北護理健康大學,二專,0,,
107,大專校院,0046,國立臺北護理健康大學,五專,0,,
107,大專校院,0046,國立臺北護理健康大學,博士班,0,69.0,0.0
107,大專校院,0046,國立臺北護理健康大學,學士班,111,4407.0,0.02519
107,大專校院,0046,國立臺北護理健康大學,碩士班,11,771.0,0.01427
107,大專校院,0047,國立高雄餐旅大學,二專,1,12.0,0.08333
107,大專校院,0047,國立高雄餐旅大學,五專,6,244.0,0.02459
107,大專校院,0047,國立高雄餐旅大學,博士班,0,29.0,0.0
107,大專校院,0047,國立高雄餐旅大學,學士班,108,4712.0,0.02292
107,大專校院,0047,國立高雄餐旅大學,碩士班,2,200.0,0.01
107,大專校院,0048,國立金門大學,二專,0,,
107,大專校院,0048,國立金門大學,五專,0,,
107,大專校院,0048,國立金門大學,博士班,0,,
107,大專校院,0048,國立金門大學,學士班,50,4005.0,0.01248
107,大專校院,0048,國立金門大學,碩士班,4,298.0,0.01342
107,大專校院,0049,國立臺灣體育運動大學,二專,0,,
107,大專校院,0049,國立臺灣體育運動大學,五專,0,,
107,大專校院,0049,國立臺灣體育運動大學,博士班,0,,
107,大專校院,0049,國立臺灣體育運動大學,學士班,244,2744.0,0.08892
107,大專校院,0049,國立臺灣體育運動大學,碩士班,25,356.0,0.07022
107,大專校院,0050,國立臺中科技大學,二專,1,12.0,0.08333
107,大專校院,0050,國立臺中科技大學,五專,72,3484.0,0.02067
107,大專校院,0050,國立臺中科技大學,博士班,0,,
107,大專校院,0050,國立臺中科技大學,學士班,152,9482.0,0.01603
107,大專校院,0050,國立臺中科技大學,碩士班,2,587.0,0.00341
107,大專校院,0051,國立臺北商業大學,二專,0,2.0,0.0
107,大專校院,0051,國立臺北商業大學,五專,37,1874.0,0.01974
107,大專校院,0051,國立臺北商業大學,博士班,0,,
107,大專校院,0051,國立臺北商業大學,學士班,95,4572.0,0.02078
107,大專校院,0051,國立臺北商業大學,碩士班,1,281.0,0.00356
107,大專校院,0052,國立屏東大學,二專,0,,
107,大專校院,0052,國立屏東大學,五專,0,,
107,大專校院,0052,國立屏東大學,博士班,6,46.0,0.13043
107,大專校院,0052,國立屏東大學,學士班,306,7401.0,0.04135
107,大專校院,0052,國立屏東大學,碩士班,86,1522.0,0.0565
107,大專校院,0053,國立高雄科技大學,二專,0,,
107,大專校院,0053,國立高雄科技大學,五專,19,639.0,0.02973
107,大專校院,0053,國立高雄科技大學,博士班,0,551.0,0.0
107,大專校院,0053,國立高雄科技大學,學士班,262,21529.0,0.01217
107,大專校院,0053,國立高雄科技大學,碩士班,11,4555.0,0.00241
107,大專校院,0144,國立臺灣戲曲學院,二專,0,,
107,大專校院,0144,國立臺灣戲曲學院,五專,0,,
107,大專校院,0144,國立臺灣戲曲學院,博士班,0,,
107,大專校院,0144,國立臺灣戲曲學院,學士班,20,607.0,0.03295
107,大專校院,0144,國立臺灣戲曲學院,碩士班,0,,
107,大專校院,0221,國立臺南護理專科學校,二專,4,163.0,0.02454
107,大專校院,0221,國立臺南護理專科學校,五專,44,1795.0,0.02451
107,大專校院,0221,國立臺南護理專科學校,博士班,0,,
107,大專校院,0221,國立臺南護理專科學校,學士班,0,,
107,大專校院,0221,國立臺南護理專科學校,碩士班,0,,
107,大專校院,0222,國立臺東專科學校,二專,62,670.0,0.09254
107,大專校院,0222,國立臺東專科學校,五專,117,504.0,0.23214
107,大專校院,0222,國立臺東專科學校,博士班,0,,
107,大專校院,0222,國立臺東專科學校,學士班,0,,
107,大專校院,0222,國立臺東專科學校,碩士班,0,,
107,空大及進修學校,0A01,國立空中大學,二專,146,,
107,空大及進修學校,0A01,國立空中大學,五專,0,,
107,空大及進修學校,0A01,國立空中大學,博士班,0,,
107,空大及進修學校,0A01,國立空中大學,學士班,400,,
107,空大及進修學校,0A01,國立空中大學,碩士班,0,,
107,空大及進修學校,0A09,國立臺中科技大學附設進修專校,二專,14,,
107,空大及進修學校,0A09,國立臺中科技大學附設進修專校,五專,0,,
107,空大及進修學校,0A09,國立臺中科技大學附設進修專校,博士班,0,,
107,空大及進修學校,0A09,國立臺中科技大學附設進修專校,學士班,0,,
107,空大及進修學校,0A09,國立臺中科技大學附設進修專校,碩士班,0,,
107,空大及進修學校,0A10,國立臺北商業大學附設進修專校,二專,25,,
107,空大及進修學校,0A10,國立臺北商業大學附設進修專校,五專,0,,
107,空大及進修學校,0A10,國立臺北商業大學附設進修專校,博士班,0,,
107,空大及進修學校,0A10,國立臺北商業大學附設進修專校,學士班,0,,
107,空大及進修學校,0A10,國立臺北商業大學附設進修專校,碩士班,0,,
107,空大及進修學校,0A11,國立勤益科技大學附設進修專校,二專,4,,
107,空大及進修學校,0A11,國立勤益科技大學附設進修專校,五專,0,,
107,空大及進修學校,0A11,國立勤益科技大學附設進修專校,博士班,0,,
107,空大及進修學校,0A11,國立勤益科技大學附設進修專校,學士班,0,,
107,空大及進修學校,0A11,國立勤益科技大學附設進修專校,碩士班,0,,
107,空大及進修學校,0A13,國立高雄科技大學附設進修學院,二專,0,,
107,空大及進修學校,0A13,國立高雄科技大學附設進修學院,五專,0,,
107,空大及進修學校,0A13,國立高雄科技大學附設進修學院,博士班,0,,
107,空大及進修學校,0A13,國立高雄科技大學附設進修學院,學士班,12,,
107,空大及進修學校,0A13,國立高雄科技大學附設進修學院,碩士班,0,,
107,空大及進修學校,0A15,國立勤益科技大學附設進修學院,二專,0,,
107,空大及進修學校,0A15,國立勤益科技大學附設進修學院,五專,0,,
107,空大及進修學校,0A15,國立勤益科技大學附設進修學院,博士班,0,,
107,空大及進修學校,0A15,國立勤益科技大學附設進修學院,學士班,4,,
107,空大及進修學校,0A15,國立勤益科技大學附設進修學院,碩士班,0,,
107,空大及進修學校,0A16,國立臺中科技大學附設進修學院,二專,0,,
107,空大及進修學校,0A16,國立臺中科技大學附設進修學院,五專,0,,
107,空大及進修學校,0A16,國立臺中科技大學附設進修學院,博士班,0,,
107,空大及進修學校,0A16,國立臺中科技大學附設進修學院,學士班,17,,
107,空大及進修學校,0A16,國立臺中科技大學附設進修學院,碩士班,0,,
107,空大及進修學校,0A17,國立臺北商業大學附設空中進修學院,二專,66,,
107,空大及進修學校,0A17,國立臺北商業大學附設空中進修學院,五專,0,,
107,空大及進修學校,0A17,國立臺北商業大學附設空中進修學院,博士班,0,,
107,空大及進修學校,0A17,國立臺北商業大學附設空中進修學院,學士班,56,,
107,空大及進修學校,0A17,國立臺北商業大學附設空中進修學院,碩士班,0,,
107,空大及進修學校,0A18,國立臺中科技大學附設空中進修學院,二專,38,,
107,空大及進修學校,0A18,國立臺中科技大學附設空中進修學院,五專,0,,
107,空大及進修學校,0A18,國立臺中科技大學附設空中進修學院,博士班,0,,
107,空大及進修學校,0A18,國立臺中科技大學附設空中進修學院,學士班,24,,
107,空大及進修學校,0A18,國立臺中科技大學附設空中進修學院,碩士班,0,,
107,大專校院,1001,東海大學,二專,0,,
107,大專校院,1001,東海大學,五專,0,,
107,大專校院,1001,東海大學,博士班,3,243.0,0.01235
107,大專校院,1001,東海大學,學士班,51,13883.0,0.00367
107,大專校院,1001,東海大學,碩士班,11,1954.0,0.00563
107,大專校院,1002,輔仁大學,二專,0,,
107,大專校院,1002,輔仁大學,五專,0,,
107,大專校院,1002,輔仁大學,博士班,0,420.0,0.0
107,大專校院,1002,輔仁大學,學士班,341,22326.0,0.01527
107,大專校院,1002,輔仁大學,碩士班,94,3430.0,0.02741
107,大專校院,1003,東吳大學,二專,0,,
107,大專校院,1003,東吳大學,五專,0,,
107,大專校院,1003,東吳大學,博士班,1,124.0,0.00806
107,大專校院,1003,東吳大學,學士班,127,13110.0,0.00969
107,大專校院,1003,東吳大學,碩士班,1,2431.0,0.00041
107,大專校院,1004,中原大學,二專,0,,
107,大專校院,1004,中原大學,五專,0,,
107,大專校院,1004,中原大學,博士班,2,348.0,0.00575
107,大專校院,1004,中原大學,學士班,157,13361.0,0.01175
107,大專校院,1004,中原大學,碩士班,16,2480.0,0.00645
107,大專校院,1005,淡江大學,二專,0,,
107,大專校院,1005,淡江大學,五專,0,,
107,大專校院,1005,淡江大學,博士班,0,428.0,0.0
107,大專校院,1005,淡江大學,學士班,166,22137.0,0.0075
107,大專校院,1005,淡江大學,碩士班,1,2778.0,0.00036
107,大專校院,1006,中國文化大學,二專,0,,
107,大專校院,1006,中國文化大學,五專,0,,
107,大專校院,1006,中國文化大學,博士班,0,547.0,0.0
107,大專校院,1006,中國文化大學,學士班,326,22445.0,0.01452
107,大專校院,1006,中國文化大學,碩士班,8,2233.0,0.00358
107,大專校院,1007,逢甲大學,二專,0,,
107,大專校院,1007,逢甲大學,五專,0,,
107,大專校院,1007,逢甲大學,博士班,0,420.0,0.0
107,大專校院,1007,逢甲大學,學士班,50,17704.0,0.00282
107,大專校院,1007,逢甲大學,碩士班,1,2688.0,0.00037
107,大專校院,1008,靜宜大學,二專,0,,
107,大專校院,1008,靜宜大學,五專,0,,
107,大專校院,1008,靜宜大學,博士班,2,46.0,0.04348
107,大專校院,1008,靜宜大學,學士班,73,11205.0,0.00651
107,大專校院,1008,靜宜大學,碩士班,25,853.0,0.02931
107,大專校院,1009,長庚大學,二專,0,,
107,大專校院,1009,長庚大學,五專,0,,
107,大專校院,1009,長庚大學,博士班,1,497.0,0.00201
107,大專校院,1009,長庚大學,學士班,32,5260.0,0.00608
107,大專校院,1009,長庚大學,碩士班,9,1295.0,0.00695
107,大專校院,1010,元智大學,二專,0,,
107,大專校院,1010,元智大學,五專,0,,
107,大專校院,1010,元智大學,博士班,1,279.0,0.00358
107,大專校院,1010,元智大學,學士班,37,7113.0,0.0052
107,大專校院,1010,元智大學,碩士班,9,1490.0,0.00604
107,大專校院,1011,中華大學,二專,0,,
107,大專校院,1011,中華大學,五專,0,,
107,大專校院,1011,中華大學,博士班,1,88.0,0.01136
107,大專校院,1011,中華大學,學士班,34,5452.0,0.00624
107,大專校院,1011,中華大學,碩士班,0,727.0,0.0
107,大專校院,1012,大葉大學,二專,0,,
107,大專校院,1012,大葉大學,五專,0,,
107,大專校院,1012,大葉大學,博士班,1,134.0,0.00746
107,大專校院,1012,大葉大學,學士班,136,9123.0,0.01491
107,大專校院,1012,大葉大學,碩士班,8,1054.0,0.00759
107,大專校院,1013,華梵大學,二專,0,,
107,大專校院,1013,華梵大學,五專,0,,
107,大專校院,1013,華梵大學,博士班,0,61.0,0.0
107,大專校院,1013,華梵大學,學士班,9,1447.0,0.00622
107,大專校院,1013,華梵大學,碩士班,0,363.0,0.0
107,大專校院,1014,義守大學,二專,0,,
107,大專校院,1014,義守大學,五專,0,,
107,大專校院,1014,義守大學,博士班,2,147.0,0.01361
107,大專校院,1014,義守大學,學士班,734,14510.0,0.05059
107,大專校院,1014,義守大學,碩士班,27,875.0,0.03086
107,大專校院,1015,世新大學,二專,0,,
107,大專校院,1015,世新大學,五專,0,,
107,大專校院,1015,世新大學,博士班,4,97.0,0.04124
107,大專校院,1015,世新大學,學士班,302,10096.0,0.02991
107,大專校院,1015,世新大學,碩士班,17,1397.0,0.01217
107,大專校院,1016,銘傳大學,二專,0,,
107,大專校院,1016,銘傳大學,五專,0,,
107,大專校院,1016,銘傳大學,博士班,0,73.0,0.0
107,大專校院,1016,銘傳大學,學士班,149,17333.0,0.0086
107,大專校院,1016,銘傳大學,碩士班,3,1569.0,0.00191
107,大專校院,1017,實踐大學,二專,0,,
107,大專校院,1017,實踐大學,五專,0,,
107,大專校院,1017,實踐大學,博士班,0,25.0,0.0
107,大專校院,1017,實踐大學,學士班,284,13419.0,0.02116
107,大專校院,1017,實踐大學,碩士班,2,524.0,0.00382
107,大專校院,1018,朝陽科技大學,二專,0,,
107,大專校院,1018,朝陽科技大學,五專,0,,
107,大專校院,1018,朝陽科技大學,博士班,0,91.0,0.0
107,大專校院,1018,朝陽科技大學,學士班,183,14475.0,0.01264
107,大專校院,1018,朝陽科技大學,碩士班,8,1046.0,0.00765
107,大專校院,1019,高雄醫學大學,二專,0,,
107,大專校院,1019,高雄醫學大學,五專,0,,
107,大專校院,1019,高雄醫學大學,博士班,2,305.0,0.00656
107,大專校院,1019,高雄醫學大學,學士班,81,5586.0,0.0145
107,大專校院,1019,高雄醫學大學,碩士班,8,911.0,0.00878
107,大專校院,1020,南華大學,二專,0,,
107,大專校院,1020,南華大學,五專,0,,
107,大專校院,1020,南華大學,博士班,0,48.0,0.0
107,大專校院,1020,南華大學,學士班,79,4814.0,0.01641
107,大專校院,1020,南華大學,碩士班,8,1036.0,0.00772
107,大專校院,1021,真理大學,二專,0,,
107,大專校院,1021,真理大學,五專,0,,
107,大專校院,1021,真理大學,博士班,0,,
107,大專校院,1021,真理大學,學士班,117,6048.0,0.01935
107,大專校院,1021,真理大學,碩士班,2,156.0,0.01282
107,大專校院,1022,大同大學,二專,0,,
107,大專校院,1022,大同大學,五專,0,,
107,大專校院,1022,大同大學,博士班,1,116.0,0.00862
107,大專校院,1022,大同大學,學士班,10,3689.0,0.00271
107,大專校院,1022,大同大學,碩士班,2,585.0,0.00342
107,大專校院,1023,南臺科技大學,二專,0,,
107,大專校院,1023,南臺科技大學,五專,0,66.0,0.0
107,大專校院,1023,南臺科技大學,博士班,0,99.0,0.0
107,大專校院,1023,南臺科技大學,學士班,126,17237.0,0.00731
107,大專校院,1023,南臺科技大學,碩士班,5,1220.0,0.0041
107,大專校院,1024,崑山科技大學,二專,0,,
107,大專校院,1024,崑山科技大學,五專,0,,
107,大專校院,1024,崑山科技大學,博士班,0,36.0,0.0
107,大專校院,1024,崑山科技大學,學士班,90,11118.0,0.00809
107,大專校院,1024,崑山科技大學,碩士班,3,523.0,0.00574
107,大專校院,1025,嘉南藥理大學,二專,0,,
107,大專校院,1025,嘉南藥理大學,五專,0,,
107,大專校院,1025,嘉南藥理大學,博士班,0,,
107,大專校院,1025,嘉南藥理大學,學士班,247,13902.0,0.01777
107,大專校院,1025,嘉南藥理大學,碩士班,5,445.0,0.01124
107,大專校院,1026,樹德科技大學,二專,0,,
107,大專校院,1026,樹德科技大學,五專,0,,
107,大專校院,1026,樹德科技大學,博士班,1,35.0,0.02857
107,大專校院,1026,樹德科技大學,學士班,211,9904.0,0.0213
107,大專校院,1026,樹德科技大學,碩士班,2,687.0,0.00291
107,大專校院,1027,慈濟大學,二專,0,,
107,大專校院,1027,慈濟大學,五專,0,,
107,大專校院,1027,慈濟大學,博士班,2,101.0,0.0198
107,大專校院,1027,慈濟大學,學士班,77,2968.0,0.02594
107,大專校院,1027,慈濟大學,碩士班,28,379.0,0.07388
107,大專校院,1028,臺北醫學大學,二專,0,,
107,大專校院,1028,臺北醫學大學,五專,0,,
107,大專校院,1028,臺北醫學大學,博士班,0,489.0,0.0
107,大專校院,1028,臺北醫學大學,學士班,44,4763.0,0.00924
107,大專校院,1028,臺北醫學大學,碩士班,1,888.0,0.00113
107,大專校院,1029,中山醫學大學,二專,0,,
107,大專校院,1029,中山醫學大學,五專,0,,
107,大專校院,1029,中山醫學大學,博士班,0,207.0,0.0
107,大專校院,1029,中山醫學大學,學士班,126,6219.0,0.02026
107,大專校院,1029,中山醫學大學,碩士班,8,670.0,0.01194
107,大專校院,1030,龍華科技大學,二專,0,,
107,大專校院,1030,龍華科技大學,五專,5,246.0,0.02033
107,大專校院,1030,龍華科技大學,博士班,0,,
107,大專校院,1030,龍華科技大學,學士班,135,10525.0,0.01283
107,大專校院,1030,龍華科技大學,碩士班,3,458.0,0.00655
107,大專校院,1031,輔英科技大學,二專,0,,
107,大專校院,1031,輔英科技大學,五專,111,2693.0,0.04122
107,大專校院,1031,輔英科技大學,博士班,0,,
107,大專校院,1031,輔英科技大學,學士班,129,6465.0,0.01995
107,大專校院,1031,輔英科技大學,碩士班,1,243.0,0.00412
107,大專校院,1032,明新科技大學,二專,1,51.0,0.01961
107,大專校院,1032,明新科技大學,五專,0,,
107,大專校院,1032,明新科技大學,博士班,0,,
107,大專校院,1032,明新科技大學,學士班,166,11744.0,0.01413
107,大專校院,1032,明新科技大學,碩士班,7,597.0,0.01173
107,大專校院,1033,長榮大學,二專,0,,
107,大專校院,1033,長榮大學,五專,0,,
107,大專校院,1033,長榮大學,博士班,2,37.0,0.05405
107,大專校院,1033,長榮大學,學士班,163,8749.0,0.01863
107,大專校院,1033,長榮大學,碩士班,6,473.0,0.01268
107,大專校院,1034,弘光科技大學,二專,4,160.0,0.025
107,大專校院,1034,弘光科技大學,五專,8,265.0,0.03019
107,大專校院,1034,弘光科技大學,博士班,0,10.0,0.0
107,大專校院,1034,弘光科技大學,學士班,177,12244.0,0.01446
107,大專校院,1034,弘光科技大學,碩士班,5,292.0,0.01712
107,大專校院,1035,中國醫藥大學,二專,0,,
107,大專校院,1035,中國醫藥大學,五專,0,,
107,大專校院,1035,中國醫藥大學,博士班,1,385.0,0.0026
107,大專校院,1035,中國醫藥大學,學士班,111,6458.0,0.01719
107,大專校院,1035,中國醫藥大學,碩士班,6,582.0,0.01031
107,大專校院,1036,健行科技大學,二專,0,,
107,大專校院,1036,健行科技大學,五專,2,26.0,0.07692
107,大專校院,1036,健行科技大學,博士班,0,,
107,大專校院,1036,健行科技大學,學士班,306,10956.0,0.02793
107,大專校院,1036,健行科技大學,碩士班,3,351.0,0.00855
107,大專校院,1037,正修科技大學,二專,32,314.0,0.10191
107,大專校院,1037,正修科技大學,五專,0,66.0,0.0
107,大專校院,1037,正修科技大學,博士班,0,12.0,0.0
107,大專校院,1037,正修科技大學,學士班,236,15988.0,0.01476
107,大專校院,1037,正修科技大學,碩士班,11,559.0,0.01968
107,大專校院,1038,萬能科技大學,二專,0,,
107,大專校院,1038,萬能科技大學,五專,0,,
107,大專校院,1038,萬能科技大學,博士班,0,,
107,大專校院,1038,萬能科技大學,學士班,354,10115.0,0.035
107,大專校院,1038,萬能科技大學,碩士班,9,265.0,0.03396
107,大專校院,1039,玄奘大學,二專,0,,
107,大專校院,1039,玄奘大學,五專,0,,
107,大專校院,1039,玄奘大學,博士班,0,5.0,0.0
107,大專校院,1039,玄奘大學,學士班,98,3207.0,0.03056
107,大專校院,1039,玄奘大學,碩士班,11,462.0,0.02381
107,大專校院,1040,建國科技大學,二專,0,,
107,大專校院,1040,建國科技大學,五專,0,,
107,大專校院,1040,建國科技大學,博士班,0,,
107,大專校院,1040,建國科技大學,學士班,47,7377.0,0.00637
107,大專校院,1040,建國科技大學,碩士班,1,168.0,0.00595
107,大專校院,1041,明志科技大學,二專,0,,
107,大專校院,1041,明志科技大學,五專,0,,
107,大專校院,1041,明志科技大學,博士班,0,14.0,0.0
107,大專校院,1041,明志科技大學,學士班,35,4071.0,0.0086
107,大專校院,1041,明志科技大學,碩士班,2,474.0,0.00422
107,大專校院,1042,高苑科技大學,二專,0,,
107,大專校院,1042,高苑科技大學,五專,0,,
107,大專校院,1042,高苑科技大學,博士班,0,,
107,大專校院,1042,高苑科技大學,學士班,125,4414.0,0.02832
107,大專校院,1042,高苑科技大學,碩士班,2,278.0,0.00719
107,大專校院,1043,大仁科技大學,二專,0,,
107,大專校院,1043,大仁科技大學,五專,0,,
107,大專校院,1043,大仁科技大學,博士班,0,,
107,大專校院,1043,大仁科技大學,學士班,553,6064.0,0.09119
107,大專校院,1043,大仁科技大學,碩士班,14,196.0,0.07143
107,大專校院,1044,聖約翰科技大學,二專,0,,
107,大專校院,1044,聖約翰科技大學,五專,4,327.0,0.01223
107,大專校院,1044,聖約翰科技大學,博士班,0,,
107,大專校院,1044,聖約翰科技大學,學士班,100,3265.0,0.03063
107,大專校院,1044,聖約翰科技大學,碩士班,3,215.0,0.01395
107,大專校院,1045,嶺東科技大學,二專,0,,
107,大專校院,1045,嶺東科技大學,五專,0,,
107,大專校院,1045,嶺東科技大學,博士班,0,,
107,大專校院,1045,嶺東科技大學,學士班,131,9959.0,0.01315
107,大專校院,1045,嶺東科技大學,碩士班,11,377.0,0.02918
107,大專校院,1046,中國科技大學,二專,1,24.0,0.04167
107,大專校院,1046,中國科技大學,五專,0,,
107,大專校院,1046,中國科技大學,博士班,0,,
107,大專校院,1046,中國科技大學,學士班,160,9716.0,0.01647
107,大專校院,1046,中國科技大學,碩士班,4,232.0,0.01724
107,大專校院,1047,中臺科技大學,二專,0,27.0,0.0
107,大專校院,1047,中臺科技大學,五專,0,,
107,大專校院,1047,中臺科技大學,博士班,0,17.0,0.0
107,大專校院,1047,中臺科技大學,學士班,145,8227.0,0.01762
107,大專校院,1047,中臺科技大學,碩士班,9,414.0,0.02174
107,大專校院,1048,亞洲大學,二專,0,,
107,大專校院,1048,亞洲大學,五專,0,,
107,大專校院,1048,亞洲大學,博士班,1,211.0,0.00474
107,大專校院,1048,亞洲大學,學士班,151,10586.0,0.01426
107,大專校院,1048,亞洲大學,碩士班,7,982.0,0.00713
107,大專校院,1049,開南大學,二專,0,,
107,大專校院,1049,開南大學,五專,0,,
107,大專校院,1049,開南大學,博士班,0,,
107,大專校院,1049,開南大學,學士班,201,6110.0,0.0329
107,大專校院,1049,開南大學,碩士班,16,555.0,0.02883
107,大專校院,1050,佛光大學,二專,0,,
107,大專校院,1050,佛光大學,五專,0,,
107,大專校院,1050,佛光大學,博士班,1,59.0,0.01695
107,大專校院,1050,佛光大學,學士班,59,2970.0,0.01987
107,大專校院,1050,佛光大學,碩士班,18,667.0,0.02699
107,大專校院,1051,台南應用科技大學,二專,0,,
107,大專校院,1051,台南應用科技大學,五專,21,1115.0,0.01883
107,大專校院,1051,台南應用科技大學,博士班,0,,
107,大專校院,1051,台南應用科技大學,學士班,120,11394.0,0.01053
107,大專校院,1051,台南應用科技大學,碩士班,2,222.0,0.00901
107,大專校院,1052,遠東科技大學,二專,0,37.0,0.0
107,大專校院,1052,遠東科技大學,五專,0,,
107,大專校院,1052,遠東科技大學,博士班,0,,
107,大專校院,1052,遠東科技大學,學士班,122,5266.0,0.02317
107,大專校院,1052,遠東科技大學,碩士班,2,250.0,0.008
107,大專校院,1053,元培醫事科技大學,二專,0,39.0,0.0
107,大專校院,1053,元培醫事科技大學,五專,0,,
107,大專校院,1053,元培醫事科技大學,博士班,0,,
107,大專校院,1053,元培醫事科技大學,學士班,112,5986.0,0.01871
107,大專校院,1053,元培醫事科技大學,碩士班,2,267.0,0.00749
107,大專校院,1054,景文科技大學,二專,0,,
107,大專校院,1054,景文科技大學,五專,0,,
107,大專校院,1054,景文科技大學,博士班,0,,
107,大專校院,1054,景文科技大學,學士班,108,6941.0,0.01556
107,大專校院,1054,景文科技大學,碩士班,0,120.0,0.0
107,大專校院,1055,中華醫事科技大學,二專,0,85.0,0.0
107,大專校院,1055,中華醫事科技大學,五專,10,2877.0,0.00348
107,大專校院,1055,中華醫事科技大學,博士班,0,,
107,大專校院,1055,中華醫事科技大學,學士班,31,6085.0,0.00509
107,大專校院,1055,中華醫事科技大學,碩士班,0,115.0,0.0
107,大專校院,1056,東南科技大學,二專,0,,
107,大專校院,1056,東南科技大學,五專,0,,
107,大專校院,1056,東南科技大學,博士班,0,,
107,大專校院,1056,東南科技大學,學士班,143,5747.0,0.02488
107,大專校院,1056,東南科技大學,碩士班,1,188.0,0.00532
107,大專校院,1057,德明財經科技大學,二專,0,,
107,大專校院,1057,德明財經科技大學,五專,0,,
107,大專校院,1057,德明財經科技大學,博士班,0,,
107,大專校院,1057,德明財經科技大學,學士班,92,8074.0,0.01139
107,大專校院,1057,德明財經科技大學,碩士班,2,112.0,0.01786
107,大專校院,1058,明道大學,二專,0,,
107,大專校院,1058,明道大學,五專,0,,
107,大專校院,1058,明道大學,博士班,0,26.0,0.0
107,大專校院,1058,明道大學,學士班,34,3625.0,0.00938
107,大專校院,1058,明道大學,碩士班,1,262.0,0.00382
107,大專校院,1060,南開科技大學,二專,0,,
107,大專校院,1060,南開科技大學,五專,9,813.0,0.01107
107,大專校院,1060,南開科技大學,博士班,0,,
107,大專校院,1060,南開科技大學,學士班,58,3709.0,0.01564
107,大專校院,1060,南開科技大學,碩士班,7,204.0,0.03431
107,大專校院,1061,中華科技大學,二專,0,,
107,大專校院,1061,中華科技大學,五專,0,,
107,大專校院,1061,中華科技大學,博士班,0,,
107,大專校院,1061,中華科技大學,學士班,100,5513.0,0.01814
107,大專校院,1061,中華科技大學,碩士班,5,297.0,0.01684
107,大專校院,1062,僑光科技大學,二專,0,5.0,0.0
107,大專校院,1062,僑光科技大學,五專,0,,
107,大專校院,1062,僑光科技大學,博士班,0,,
107,大專校院,1062,僑光科技大學,學士班,126,10880.0,0.01158
107,大專校院,1062,僑光科技大學,碩士班,0,85.0,0.0
107,大專校院,1063,育達科技大學,二專,0,15.0,0.0
107,大專校院,1063,育達科技大學,五專,0,,
107,大專校院,1063,育達科技大學,博士班,0,,
107,大專校院,1063,育達科技大學,學士班,113,4437.0,0.02547
107,大專校院,1063,育達科技大學,碩士班,8,388.0,0.02062
107,大專校院,1064,美和科技大學,二專,6,33.0,0.18182
107,大專校院,1064,美和科技大學,五專,208,1992.0,0.10442
107,大專校院,1064,美和科技大學,博士班,0,,
107,大專校院,1064,美和科技大學,學士班,518,5012.0,0.10335
107,大專校院,1064,美和科技大學,碩士班,33,366.0,0.09016
107,大專校院,1065,吳鳳科技大學,二專,0,,
107,大專校院,1065,吳鳳科技大學,五專,0,,
107,大專校院,1065,吳鳳科技大學,博士班,0,,
107,大專校院,1065,吳鳳科技大學,學士班,67,4229.0,0.01584
107,大專校院,1065,吳鳳科技大學,碩士班,0,131.0,0.0
107,大專校院,1066,環球科技大學,二專,62,206.0,0.30097
107,大專校院,1066,環球科技大學,五專,0,,
107,大專校院,1066,環球科技大學,博士班,0,,
107,大專校院,1066,環球科技大學,學士班,315,4371.0,0.07207
107,大專校院,1066,環球科技大學,碩士班,31,199.0,0.15578
107,大專校院,1067,台灣首府大學,二專,0,,
107,大專校院,1067,台灣首府大學,五專,0,,
107,大專校院,1067,台灣首府大學,博士班,0,,
107,大專校院,1067,台灣首府大學,學士班,75,2127.0,0.03526
107,大專校院,1067,台灣首府大學,碩士班,0,67.0,0.0
107,大專校院,1068,中州科技大學,二專,0,,
107,大專校院,1068,中州科技大學,五專,0,,
107,大專校院,1068,中州科技大學,博士班,0,,
107,大專校院,1068,中州科技大學,學士班,58,3200.0,0.01812
107,大專校院,1068,中州科技大學,碩士班,0,74.0,0.0
107,大專校院,1069,修平科技大學,二專,0,,
107,大專校院,1069,修平科技大學,五專,0,,
107,大專校院,1069,修平科技大學,博士班,0,,
107,大專校院,1069,修平科技大學,學士班,60,4811.0,0.01247
107,大專校院,1069,修平科技大學,碩士班,1,66.0,0.01515
107,大專校院,1070,長庚科技大學,二專,0,,
107,大專校院,1070,長庚科技大學,五專,12,335.0,0.03582
107,大專校院,1070,長庚科技大學,博士班,0,,
107,大專校院,1070,長庚科技大學,學士班,133,6135.0,0.02168
107,大專校院,1070,長庚科技大學,碩士班,2,165.0,0.01212
107,大專校院,1071,臺北城市科技大學,二專,0,12.0,0.0
107,大專校院,1071,臺北城市科技大學,五專,11,1249.0,0.00881
107,大專校院,1071,臺北城市科技大學,博士班,0,,
107,大專校院,1071,臺北城市科技大學,學士班,226,8014.0,0.0282
107,大專校院,1071,臺北城市科技大學,碩士班,1,83.0,0.01205
107,大專校院,1072,大華科技大學,二專,2,66.0,0.0303
107,大專校院,1072,大華科技大學,五專,19,518.0,0.03668
107,大專校院,1072,大華科技大學,博士班,0,,
107,大專校院,1072,大華科技大學,學士班,61,1426.0,0.04278
