學年度,學校類別,學校代碼,學校名稱,等級別,原住民在學數,全體在學數,原住民佔比
104,大專校院,0001,國立政治大學,二專,0,,
104,大專校院,0001,國立政治大學,五專,0,,
104,大專校院,0001,國立政治大學,博士班,5,963.0,0.00519
104,大專校院,0001,國立政治大學,學士班,155,9736.0,0.01592
104,大專校院,0001,國立政治大學,碩士班,49,5548.0,0.00883
104,大專校院,0002,國立清華大學,二專,0,,
104,大專校院,0002,國立清華大學,五專,0,,
104,大專校院,0002,國立清華大學,博士班,6,1681.0,0.00357
104,大專校院,0002,國立清華大學,學士班,36,6315.0,0.0057
104,大專校院,0002,國立清華大學,碩士班,12,4339.0,0.00277
104,大專校院,0003,國立臺灣大學,二專,0,,
104,大專校院,0003,國立臺灣大學,五專,0,,
104,大專校院,0003,國立臺灣大學,博士班,7,3965.0,0.00177
104,大專校院,0003,國立臺灣大學,學士班,293,16533.0,0.01772
104,大專校院,0003,國立臺灣大學,碩士班,19,11260.0,0.00169
104,大專校院,0004,國立臺灣師範大學,二專,0,,
104,大專校院,0004,國立臺灣師範大學,五專,0,,
104,大專校院,0004,國立臺灣師範大學,博士班,12,1388.0,0.00865
104,大專校院,0004,國立臺灣師範大學,學士班,206,7919.0,0.02601
104,大專校院,0004,國立臺灣師範大學,碩士班,27,5774.0,0.00468
104,大專校院,0005,國立成功大學,二專,0,,
104,大專校院,0005,國立成功大學,五專,0,,
104,大專校院,0005,國立成功大學,博士班,5,2171.0,0.0023
104,大專校院,0005,國立成功大學,學士班,101,11402.0,0.00886
104,大專校院,0005,國立成功大學,碩士班,12,7663.0,0.00157
104,大專校院,0006,國立中興大學,二專,0,,
104,大專校院,0006,國立中興大學,五專,0,,
104,大專校院,0006,國立中興大學,博士班,2,1116.0,0.00179
104,大專校院,0006,國立中興大學,學士班,79,9138.0,0.00865
104,大專校院,0006,國立中興大學,碩士班,14,4887.0,0.00286
104,大專校院,0007,國立交通大學,二專,0,,
104,大專校院,0007,國立交通大學,五專,0,,
104,大專校院,0007,國立交通大學,博士班,4,1836.0,0.00218
104,大專校院,0007,國立交通大學,學士班,25,5437.0,0.0046
104,大專校院,0007,國立交通大學,碩士班,8,6810.0,0.00117
104,大專校院,0008,國立中央大學,二專,0,,
104,大專校院,0008,國立中央大學,五專,0,,
104,大專校院,0008,國立中央大學,博士班,0,1096.0,0.0
104,大專校院,0008,國立中央大學,學士班,26,6117.0,0.00425
104,大專校院,0008,國立中央大學,碩士班,0,4749.0,0.0
104,大專校院,0009,國立中山大學,二專,0,,
104,大專校院,0009,國立中山大學,五專,0,,
104,大專校院,0009,國立中山大學,博士班,0,852.0,0.0
104,大專校院,0009,國立中山大學,學士班,22,4681.0,0.0047
104,大專校院,0009,國立中山大學,碩士班,0,3779.0,0.0
104,大專校院,0012,國立臺灣海洋大學,二專,0,,
104,大專校院,0012,國立臺灣海洋大學,五專,0,,
104,大專校院,0012,國立臺灣海洋大學,博士班,0,321.0,0.0
104,大專校院,0012,國立臺灣海洋大學,學士班,46,6288.0,0.00732
104,大專校院,0012,國立臺灣海洋大學,碩士班,9,2000.0,0.0045
104,大專校院,0013,國立中正大學,二專,0,,
104,大專校院,0013,國立中正大學,五專,0,,
104,大專校院,0013,國立中正大學,博士班,1,591.0,0.00169
104,大專校院,0013,國立中正大學,學士班,65,6727.0,0.00966
104,大專校院,0013,國立中正大學,碩士班,30,4361.0,0.00688
104,大專校院,0014,國立高雄師範大學,二專,0,,
104,大專校院,0014,國立高雄師範大學,五專,0,,
104,大專校院,0014,國立高雄師範大學,博士班,7,478.0,0.01464
104,大專校院,0014,國立高雄師範大學,學士班,49,3471.0,0.01412
104,大專校院,0014,國立高雄師範大學,碩士班,39,2682.0,0.01454
104,大專校院,0015,國立彰化師範大學,二專,0,,
104,大專校院,0015,國立彰化師範大學,五專,0,,
104,大專校院,0015,國立彰化師範大學,博士班,0,464.0,0.0
104,大專校院,0015,國立彰化師範大學,學士班,71,4850.0,0.01464
104,大專校院,0015,國立彰化師範大學,碩士班,15,2810.0,0.00534
104,大專校院,0016,國立陽明大學,二專,0,,
104,大專校院,0016,國立陽明大學,五專,0,,
104,大專校院,0016,國立陽明大學,博士班,1,934.0,0.00107
104,大專校院,0016,國立陽明大學,學士班,21,2100.0,0.01
104,大專校院,0016,國立陽明大學,碩士班,9,1293.0,0.00696
104,大專校院,0017,國立臺北大學,二專,0,,
104,大專校院,0017,國立臺北大學,五專,0,,
104,大專校院,0017,國立臺北大學,博士班,1,182.0,0.00549
104,大專校院,0017,國立臺北大學,學士班,113,7786.0,0.01451
104,大專校院,0017,國立臺北大學,碩士班,7,1797.0,0.0039
104,大專校院,0018,國立嘉義大學,二專,0,,
104,大專校院,0018,國立嘉義大學,五專,0,,
104,大專校院,0018,國立嘉義大學,博士班,1,185.0,0.00541
104,大專校院,0018,國立嘉義大學,學士班,160,10022.0,0.01596
104,大專校院,0018,國立嘉義大學,碩士班,10,2486.0,0.00402
104,大專校院,0019,國立高雄大學,二專,0,,
104,大專校院,0019,國立高雄大學,五專,0,,
104,大專校院,0019,國立高雄大學,博士班,0,17.0,0.0
104,大專校院,0019,國立高雄大學,學士班,31,4353.0,0.00712
104,大專校院,0019,國立高雄大學,碩士班,0,1046.0,0.0
104,大專校院,0020,國立東華大學,二專,0,,
104,大專校院,0020,國立東華大學,五專,0,,
104,大專校院,0020,國立東華大學,博士班,11,375.0,0.02933
104,大專校院,0020,國立東華大學,學士班,482,7477.0,0.06446
104,大專校院,0020,國立東華大學,碩士班,193,2322.0,0.08312
104,大專校院,0021,國立暨南國際大學,二專,0,,
104,大專校院,0021,國立暨南國際大學,五專,0,,
104,大專校院,0021,國立暨南國際大學,博士班,7,317.0,0.02208
104,大專校院,0021,國立暨南國際大學,學士班,121,4393.0,0.02754
104,大專校院,0021,國立暨南國際大學,碩士班,27,1429.0,0.01889
104,大專校院,0022,國立臺灣科技大學,二專,0,,
104,大專校院,0022,國立臺灣科技大學,五專,0,,
104,大專校院,0022,國立臺灣科技大學,博士班,0,958.0,0.0
104,大專校院,0022,國立臺灣科技大學,學士班,94,5524.0,0.01702
104,大專校院,0022,國立臺灣科技大學,碩士班,3,3964.0,0.00076
104,大專校院,0023,國立雲林科技大學,二專,0,,
104,大專校院,0023,國立雲林科技大學,五專,0,,
104,大專校院,0023,國立雲林科技大學,博士班,2,478.0,0.00418
104,大專校院,0023,國立雲林科技大學,學士班,88,6490.0,0.01356
104,大專校院,0023,國立雲林科技大學,碩士班,8,2894.0,0.00276
104,大專校院,0024,國立屏東科技大學,二專,0,,
104,大專校院,0024,國立屏東科技大學,五專,0,,
104,大專校院,0024,國立屏東科技大學,博士班,1,245.0,0.00408
104,大專校院,0024,國立屏東科技大學,學士班,158,9424.0,0.01677
104,大專校院,0024,國立屏東科技大學,碩士班,56,1785.0,0.03137
104,大專校院,0025,國立臺北科技大學,二專,0,,
104,大專校院,0025,國立臺北科技大學,五專,0,,
104,大專校院,0025,國立臺北科技大學,博士班,0,684.0,0.0
104,大專校院,0025,國立臺北科技大學,學士班,69,7191.0,0.0096
104,大專校院,0025,國立臺北科技大學,碩士班,4,4050.0,0.00099
104,大專校院,0026,國立高雄第一科技大學,二專,0,,
104,大專校院,0026,國立高雄第一科技大學,五專,0,,
104,大專校院,0026,國立高雄第一科技大學,博士班,1,232.0,0.00431
104,大專校院,0026,國立高雄第一科技大學,學士班,92,5647.0,0.01629
104,大專校院,0026,國立高雄第一科技大學,碩士班,4,1830.0,0.00219
104,大專校院,0027,國立高雄應用科技大學,二專,0,,
104,大專校院,0027,國立高雄應用科技大學,五專,0,,
104,大專校院,0027,國立高雄應用科技大學,博士班,1,299.0,0.00334
104,大專校院,0027,國立高雄應用科技大學,學士班,136,9345.0,0.01455
104,大專校院,0027,國立高雄應用科技大學,碩士班,9,2527.0,0.00356
104,大專校院,0028,國立臺北藝術大學,二專,0,,
104,大專校院,0028,國立臺北藝術大學,五專,1,83.0,0.01205
104,大專校院,0028,國立臺北藝術大學,博士班,1,67.0,0.01493
104,大專校院,0028,國立臺北藝術大學,學士班,39,1773.0,0.022
104,大專校院,0028,國立臺北藝術大學,碩士班,14,1141.0,0.01227
104,大專校院,0029,國立臺灣藝術大學,二專,0,,
104,大專校院,0029,國立臺灣藝術大學,五專,0,,
104,大專校院,0029,國立臺灣藝術大學,博士班,0,90.0,0.0
104,大專校院,0029,國立臺灣藝術大學,學士班,55,4254.0,0.01293
104,大專校院,0029,國立臺灣藝術大學,碩士班,1,1140.0,0.00088
104,大專校院,0030,國立臺東大學,二專,0,,
104,大專校院,0030,國立臺東大學,五專,0,,
104,大專校院,0030,國立臺東大學,博士班,0,38.0,0.0
104,大專校院,0030,國立臺東大學,學士班,228,3719.0,0.06131
104,大專校院,0030,國立臺東大學,碩士班,137,943.0,0.14528
104,大專校院,0031,國立宜蘭大學,二專,0,,
104,大專校院,0031,國立宜蘭大學,五專,0,,
104,大專校院,0031,國立宜蘭大學,博士班,0,14.0,0.0
104,大專校院,0031,國立宜蘭大學,學士班,91,4793.0,0.01899
104,大專校院,0031,國立宜蘭大學,碩士班,3,681.0,0.00441
104,大專校院,0032,國立聯合大學,二專,0,,
104,大專校院,0032,國立聯合大學,五專,0,,
104,大專校院,0032,國立聯合大學,博士班,0,9.0,0.0
104,大專校院,0032,國立聯合大學,學士班,77,7445.0,0.01034
104,大專校院,0032,國立聯合大學,碩士班,2,440.0,0.00455
104,大專校院,0033,國立虎尾科技大學,二專,0,,
104,大專校院,0033,國立虎尾科技大學,五專,0,,
104,大專校院,0033,國立虎尾科技大學,博士班,0,26.0,0.0
104,大專校院,0033,國立虎尾科技大學,學士班,93,8936.0,0.01041
104,大專校院,0033,國立虎尾科技大學,碩士班,3,1100.0,0.00273
104,大專校院,0034,國立高雄海洋科技大學,二專,0,,
104,大專校院,0034,國立高雄海洋科技大學,五專,15,506.0,0.02964
104,大專校院,0034,國立高雄海洋科技大學,博士班,0,9.0,0.0
104,大專校院,0034,國立高雄海洋科技大學,學士班,96,6719.0,0.01429
104,大專校院,0034,國立高雄海洋科技大學,碩士班,3,511.0,0.00587
104,大專校院,0035,國立臺南藝術大學,二專,0,,
104,大專校院,0035,國立臺南藝術大學,五專,2,166.0,0.01205
104,大專校院,0035,國立臺南藝術大學,博士班,0,41.0,0.0
104,大專校院,0035,國立臺南藝術大學,學士班,14,730.0,0.01918
104,大專校院,0035,國立臺南藝術大學,碩士班,7,593.0,0.0118
104,大專校院,0036,國立臺南大學,二專,0,,
104,大專校院,0036,國立臺南大學,五專,0,,
104,大專校院,0036,國立臺南大學,博士班,0,169.0,0.0
104,大專校院,0036,國立臺南大學,學士班,57,4107.0,0.01388
104,大專校院,0036,國立臺南大學,碩士班,11,1720.0,0.0064
104,大專校院,0037,國立臺北教育大學,二專,0,,
104,大專校院,0037,國立臺北教育大學,五專,0,,
104,大專校院,0037,國立臺北教育大學,博士班,1,132.0,0.00758
104,大專校院,0037,國立臺北教育大學,學士班,58,3319.0,0.01748
104,大專校院,0037,國立臺北教育大學,碩士班,31,2155.0,0.01439
104,大專校院,0038,國立新竹教育大學,二專,0,,
104,大專校院,0038,國立新竹教育大學,五專,0,,
104,大專校院,0038,國立新竹教育大學,博士班,5,82.0,0.06098
104,大專校院,0038,國立新竹教育大學,學士班,55,2573.0,0.02138
104,大專校院,0038,國立新竹教育大學,碩士班,39,1331.0,0.0293
104,大專校院,0039,國立臺中教育大學,二專,0,,
104,大專校院,0039,國立臺中教育大學,五專,0,,
104,大專校院,0039,國立臺中教育大學,博士班,0,126.0,0.0
104,大專校院,0039,國立臺中教育大學,學士班,85,3379.0,0.02516
104,大專校院,0039,國立臺中教育大學,碩士班,22,1523.0,0.01445
104,大專校院,0042,國立澎湖科技大學,二專,0,,
104,大專校院,0042,國立澎湖科技大學,五專,0,,
104,大專校院,0042,國立澎湖科技大學,博士班,0,,
104,大專校院,0042,國立澎湖科技大學,學士班,38,2869.0,0.01325
104,大專校院,0042,國立澎湖科技大學,碩士班,0,115.0,0.0
104,大專校院,0043,國立勤益科技大學,二專,0,8.0,0.0
104,大專校院,0043,國立勤益科技大學,五專,0,,
104,大專校院,0043,國立勤益科技大學,博士班,0,12.0,0.0
104,大專校院,0043,國立勤益科技大學,學士班,129,10396.0,0.01241
104,大專校院,0043,國立勤益科技大學,碩士班,6,902.0,0.00665
104,大專校院,0044,國立體育大學,二專,0,,
104,大專校院,0044,國立體育大學,五專,0,,
104,大專校院,0044,國立體育大學,博士班,3,137.0,0.0219
104,大專校院,0044,國立體育大學,學士班,120,1696.0,0.07075
104,大專校院,0044,國立體育大學,碩士班,10,528.0,0.01894
104,大專校院,0046,國立臺北護理健康大學,二專,0,,
104,大專校院,0046,國立臺北護理健康大學,五專,0,,
104,大專校院,0046,國立臺北護理健康大學,博士班,0,60.0,0.0
104,大專校院,0046,國立臺北護理健康大學,學士班,91,3829.0,0.02377
104,大專校院,0046,國立臺北護理健康大學,碩士班,13,768.0,0.01693
104,大專校院,0047,國立高雄餐旅大學,二專,3,278.0,0.01079
104,大專校院,0047,國立高雄餐旅大學,五專,2,213.0,0.00939
104,大專校院,0047,國立高雄餐旅大學,博士班,0,24.0,0.0
104,大專校院,0047,國立高雄餐旅大學,學士班,106,4502.0,0.02355
104,大專校院,0047,國立高雄餐旅大學,碩士班,2,284.0,0.00704
104,大專校院,0048,國立金門大學,二專,0,,
104,大專校院,0048,國立金門大學,五專,0,,
104,大專校院,0048,國立金門大學,博士班,0,,
104,大專校院,0048,國立金門大學,學士班,60,4137.0,0.0145
104,大專校院,0048,國立金門大學,碩士班,0,252.0,0.0
104,大專校院,0049,國立臺灣體育運動大學,二專,0,,
104,大專校院,0049,國立臺灣體育運動大學,五專,0,,
104,大專校院,0049,國立臺灣體育運動大學,博士班,0,,
104,大專校院,0049,國立臺灣體育運動大學,學士班,256,2802.0,0.09136
104,大專校院,0049,國立臺灣體育運動大學,碩士班,30,390.0,0.07692
104,大專校院,0050,國立臺中科技大學,二專,4,248.0,0.01613
104,大專校院,0050,國立臺中科技大學,五專,83,3825.0,0.0217
104,大專校院,0050,國立臺中科技大學,博士班,0,,
104,大專校院,0050,國立臺中科技大學,學士班,141,9245.0,0.01525
104,大專校院,0050,國立臺中科技大學,碩士班,2,557.0,0.00359
104,大專校院,0051,國立臺北商業大學,二專,4,213.0,0.01878
104,大專校院,0051,國立臺北商業大學,五專,43,1978.0,0.02174
104,大專校院,0051,國立臺北商業大學,博士班,0,,
104,大專校院,0051,國立臺北商業大學,學士班,107,4478.0,0.02389
104,大專校院,0051,國立臺北商業大學,碩士班,2,176.0,0.01136
104,大專校院,0052,國立屏東大學,二專,0,,
104,大專校院,0052,國立屏東大學,五專,0,,
104,大專校院,0052,國立屏東大學,博士班,4,51.0,0.07843
104,大專校院,0052,國立屏東大學,學士班,291,7305.0,0.03984
104,大專校院,0052,國立屏東大學,碩士班,65,1391.0,0.04673
104,大專校院,0144,國立臺灣戲曲學院,二專,0,,
104,大專校院,0144,國立臺灣戲曲學院,五專,0,,
104,大專校院,0144,國立臺灣戲曲學院,博士班,0,,
104,大專校院,0144,國立臺灣戲曲學院,學士班,24,575.0,0.04174
104,大專校院,0144,國立臺灣戲曲學院,碩士班,0,,
104,大專校院,0221,國立臺南護理專科學校,二專,8,183.0,0.04372
104,大專校院,0221,國立臺南護理專科學校,五專,61,1763.0,0.0346
104,大專校院,0221,國立臺南護理專科學校,博士班,0,,
104,大專校院,0221,國立臺南護理專科學校,學士班,0,,
104,大專校院,0221,國立臺南護理專科學校,碩士班,0,,
104,大專校院,0222,國立臺東專科學校,二專,53,603.0,0.08789
104,大專校院,0222,國立臺東專科學校,五專,130,660.0,0.19697
104,大專校院,0222,國立臺東專科學校,博士班,0,,
104,大專校院,0222,國立臺東專科學校,學士班,0,,
104,大專校院,0222,國立臺東專科學校,碩士班,0,,
104,空大及附設進修學校,0A01,國立空中大學,二專,92,,
104,空大及附設進修學校,0A01,國立空中大學,五專,0,,
104,空大及附設進修學校,0A01,國立空中大學,博士班,0,,
104,空大及附設進修學校,0A01,國立空中大學,學士班,329,,
104,空大及附設進修學校,0A01,國立空中大學,碩士班,0,,
104,空大及附設進修學校,0A09,國立臺中科技大學附進修專校,二專,7,,
104,空大及附設進修學校,0A09,國立臺中科技大學附進修專校,五專,0,,
104,空大及附設進修學校,0A09,國立臺中科技大學附進修專校,博士班,0,,
104,空大及附設進修學校,0A09,國立臺中科技大學附進修專校,學士班,0,,
104,空大及附設進修學校,0A09,國立臺中科技大學附進修專校,碩士班,0,,
104,空大及附設進修學校,0A10,國立臺北商業大學附進修專校,二專,36,,
104,空大及附設進修學校,0A10,國立臺北商業大學附進修專校,五專,0,,
104,空大及附設進修學校,0A10,國立臺北商業大學附進修專校,博士班,0,,
104,空大及附設進修學校,0A10,國立臺北商業大學附進修專校,學士班,0,,
104,空大及附設進修學校,0A10,國立臺北商業大學附進修專校,碩士班,0,,
104,空大及附設進修學校,0A11,國立勤益科技大學附進修專校,二專,9,,
104,空大及附設進修學校,0A11,國立勤益科技大學附進修專校,五專,0,,
104,空大及附設進修學校,0A11,國立勤益科技大學附進修專校,博士班,0,,
104,空大及附設進修學校,0A11,國立勤益科技大學附進修專校,學士班,0,,
104,空大及附設進修學校,0A11,國立勤益科技大學附進修專校,碩士班,0,,
104,空大及附設進修學校,0A12,國立臺北科技大學附進修學院,二專,0,,
104,空大及附設進修學校,0A12,國立臺北科技大學附進修學院,五專,0,,
104,空大及附設進修學校,0A12,國立臺北科技大學附進修學院,博士班,0,,
104,空大及附設進修學校,0A12,國立臺北科技大學附進修學院,學士班,3,,
104,空大及附設進修學校,0A12,國立臺北科技大學附進修學院,碩士班,0,,
104,空大及附設進修學校,0A13,國立高雄應用科技大學附進修學院,二專,0,,
104,空大及附設進修學校,0A13,國立高雄應用科技大學附進修學院,五專,0,,
104,空大及附設進修學校,0A13,國立高雄應用科技大學附進修學院,博士班,0,,
104,空大及附設進修學校,0A13,國立高雄應用科技大學附進修學院,學士班,8,,
104,空大及附設進修學校,0A13,國立高雄應用科技大學附進修學院,碩士班,0,,
104,空大及附設進修學校,0A14,國立虎尾科技大學附進修學院,二專,0,,
104,空大及附設進修學校,0A14,國立虎尾科技大學附進修學院,五專,0,,
104,空大及附設進修學校,0A14,國立虎尾科技大學附進修學院,博士班,0,,
104,空大及附設進修學校,0A14,國立虎尾科技大學附進修學院,學士班,1,,
104,空大及附設進修學校,0A14,國立虎尾科技大學附進修學院,碩士班,0,,
104,空大及附設進修學校,0A15,國立勤益科技大學附進修學院,二專,0,,
104,空大及附設進修學校,0A15,國立勤益科技大學附進修學院,五專,0,,
104,空大及附設進修學校,0A15,國立勤益科技大學附進修學院,博士班,0,,
104,空大及附設進修學校,0A15,國立勤益科技大學附進修學院,學士班,3,,
104,空大及附設進修學校,0A15,國立勤益科技大學附進修學院,碩士班,0,,
104,空大及附設進修學校,0A16,國立臺中科技大學附進修學院,二專,0,,
104,空大及附設進修學校,0A16,國立臺中科技大學附進修學院,五專,0,,
104,空大及附設進修學校,0A16,國立臺中科技大學附進修學院,博士班,0,,
104,空大及附設進修學校,0A16,國立臺中科技大學附進修學院,學士班,12,,
104,空大及附設進修學校,0A16,國立臺中科技大學附進修學院,碩士班,0,,
104,空大及附設進修學校,0A17,國立臺北商業大學附空中進院,二專,56,,
104,空大及附設進修學校,0A17,國立臺北商業大學附空中進院,五專,0,,
104,空大及附設進修學校,0A17,國立臺北商業大學附空中進院,博士班,0,,
104,空大及附設進修學校,0A17,國立臺北商業大學附空中進院,學士班,67,,
104,空大及附設進修學校,0A17,國立臺北商業大學附空中進院,碩士班,0,,
104,空大及附設進修學校,0A18,國立臺中科技大學附空中進院,二專,42,,
104,空大及附設進修學校,0A18,國立臺中科技大學附空中進院,五專,0,,
104,空大及附設進修學校,0A18,國立臺中科技大學附空中進院,博士班,0,,
104,空大及附設進修學校,0A18,國立臺中科技大學附空中進院,學士班,19,,
104,空大及附設進修學校,0A18,國立臺中科技大學附空中進院,碩士班,0,,
104,大專校院,1001,東海大學,二專,0,,
104,大專校院,1001,東海大學,五專,0,,
104,大專校院,1001,東海大學,博士班,1,227.0,0.00441
104,大專校院,1001,東海大學,學士班,54,14469.0,0.00373
104,大專校院,1001,東海大學,碩士班,8,2237.0,0.00358
104,大專校院,1002,輔仁大學,二專,0,,
104,大專校院,1002,輔仁大學,五專,0,,
104,大專校院,1002,輔仁大學,博士班,1,453.0,0.00221
104,大專校院,1002,輔仁大學,學士班,333,23168.0,0.01437
104,大專校院,1002,輔仁大學,碩士班,43,3806.0,0.0113
104,大專校院,1003,東吳大學,二專,0,,
104,大專校院,1003,東吳大學,五專,0,,
104,大專校院,1003,東吳大學,博士班,0,102.0,0.0
104,大專校院,1003,東吳大學,學士班,145,13342.0,0.01087
104,大專校院,1003,東吳大學,碩士班,4,2352.0,0.0017
104,大專校院,1004,中原大學,二專,0,,
104,大專校院,1004,中原大學,五專,0,,
104,大專校院,1004,中原大學,博士班,0,354.0,0.0
104,大專校院,1004,中原大學,學士班,128,13280.0,0.00964
104,大專校院,1004,中原大學,碩士班,0,2683.0,0.0
104,大專校院,1005,淡江大學,二專,0,,
104,大專校院,1005,淡江大學,五專,0,,
104,大專校院,1005,淡江大學,博士班,0,496.0,0.0
104,大專校院,1005,淡江大學,學士班,146,23346.0,0.00625
104,大專校院,1005,淡江大學,碩士班,5,3199.0,0.00156
104,大專校院,1006,中國文化大學,二專,0,,
104,大專校院,1006,中國文化大學,五專,0,,
104,大專校院,1006,中國文化大學,博士班,0,505.0,0.0
104,大專校院,1006,中國文化大學,學士班,399,24005.0,0.01662
104,大專校院,1006,中國文化大學,碩士班,6,2184.0,0.00275
104,大專校院,1007,逢甲大學,二專,0,,
104,大專校院,1007,逢甲大學,五專,0,,
104,大專校院,1007,逢甲大學,博士班,0,408.0,0.0
104,大專校院,1007,逢甲大學,學士班,74,18037.0,0.0041
104,大專校院,1007,逢甲大學,碩士班,3,2756.0,0.00109
104,大專校院,1008,靜宜大學,二專,0,,
104,大專校院,1008,靜宜大學,五專,0,,
104,大專校院,1008,靜宜大學,博士班,0,36.0,0.0
104,大專校院,1008,靜宜大學,學士班,101,11493.0,0.00879
104,大專校院,1008,靜宜大學,碩士班,1,906.0,0.0011
104,大專校院,1009,長庚大學,二專,0,,
104,大專校院,1009,長庚大學,五專,0,,
104,大專校院,1009,長庚大學,博士班,0,550.0,0.0
104,大專校院,1009,長庚大學,學士班,30,5218.0,0.00575
104,大專校院,1009,長庚大學,碩士班,4,1618.0,0.00247
104,大專校院,1010,元智大學,二專,0,,
104,大專校院,1010,元智大學,五專,0,,
104,大專校院,1010,元智大學,博士班,1,307.0,0.00326
104,大專校院,1010,元智大學,學士班,37,7223.0,0.00512
104,大專校院,1010,元智大學,碩士班,9,1890.0,0.00476
104,大專校院,1011,中華大學,二專,0,,
104,大專校院,1011,中華大學,五專,0,,
104,大專校院,1011,中華大學,博士班,1,126.0,0.00794
104,大專校院,1011,中華大學,學士班,69,7441.0,0.00927
104,大專校院,1011,中華大學,碩士班,1,906.0,0.0011
104,大專校院,1012,大葉大學,二專,0,,
104,大專校院,1012,大葉大學,五專,0,,
104,大專校院,1012,大葉大學,博士班,1,128.0,0.00781
104,大專校院,1012,大葉大學,學士班,128,10442.0,0.01226
104,大專校院,1012,大葉大學,碩士班,17,1321.0,0.01287
104,大專校院,1013,華梵大學,二專,0,,
104,大專校院,1013,華梵大學,五專,0,,
104,大專校院,1013,華梵大學,博士班,0,53.0,0.0
104,大專校院,1013,華梵大學,學士班,20,2613.0,0.00765
104,大專校院,1013,華梵大學,碩士班,4,576.0,0.00694
104,大專校院,1014,義守大學,二專,0,,
104,大專校院,1014,義守大學,五專,0,,
104,大專校院,1014,義守大學,博士班,1,137.0,0.0073
104,大專校院,1014,義守大學,學士班,641,15501.0,0.04135
104,大專校院,1014,義守大學,碩士班,8,1028.0,0.00778
104,大專校院,1015,世新大學,二專,0,,
104,大專校院,1015,世新大學,五專,0,,
104,大專校院,1015,世新大學,博士班,1,76.0,0.01316
104,大專校院,1015,世新大學,學士班,276,10163.0,0.02716
104,大專校院,1015,世新大學,碩士班,14,1611.0,0.00869
104,大專校院,1016,銘傳大學,二專,0,,
104,大專校院,1016,銘傳大學,五專,0,,
104,大專校院,1016,銘傳大學,博士班,0,59.0,0.0
104,大專校院,1016,銘傳大學,學士班,172,17787.0,0.00967
104,大專校院,1016,銘傳大學,碩士班,0,1567.0,0.0
104,大專校院,1017,實踐大學,二專,0,,
104,大專校院,1017,實踐大學,五專,0,,
104,大專校院,1017,實踐大學,博士班,0,14.0,0.0
104,大專校院,1017,實踐大學,學士班,351,15015.0,0.02338
104,大專校院,1017,實踐大學,碩士班,2,587.0,0.00341
104,大專校院,1018,朝陽科技大學,二專,0,,
104,大專校院,1018,朝陽科技大學,五專,0,,
104,大專校院,1018,朝陽科技大學,博士班,0,89.0,0.0
104,大專校院,1018,朝陽科技大學,學士班,165,15033.0,0.01098
104,大專校院,1018,朝陽科技大學,碩士班,5,1227.0,0.00407
104,大專校院,1019,高雄醫學大學,二專,0,,
104,大專校院,1019,高雄醫學大學,五專,0,,
104,大專校院,1019,高雄醫學大學,博士班,1,325.0,0.00308
104,大專校院,1019,高雄醫學大學,學士班,76,5761.0,0.01319
104,大專校院,1019,高雄醫學大學,碩士班,1,808.0,0.00124
104,大專校院,1020,南華大學,二專,0,,
104,大專校院,1020,南華大學,五專,0,,
104,大專校院,1020,南華大學,博士班,0,36.0,0.0
104,大專校院,1020,南華大學,學士班,70,4464.0,0.01568
104,大專校院,1020,南華大學,碩士班,8,1055.0,0.00758
104,大專校院,1021,真理大學,二專,0,,
104,大專校院,1021,真理大學,五專,0,,
104,大專校院,1021,真理大學,博士班,0,,
104,大專校院,1021,真理大學,學士班,143,8349.0,0.01713
104,大專校院,1021,真理大學,碩士班,3,170.0,0.01765
104,大專校院,1022,大同大學,二專,0,,
104,大專校院,1022,大同大學,五專,0,,
104,大專校院,1022,大同大學,博士班,0,134.0,0.0
104,大專校院,1022,大同大學,學士班,9,3733.0,0.00241
104,大專校院,1022,大同大學,碩士班,1,825.0,0.00121
104,大專校院,1023,南臺科技大學,二專,0,,
104,大專校院,1023,南臺科技大學,五專,0,,
104,大專校院,1023,南臺科技大學,博士班,0,72.0,0.0
104,大專校院,1023,南臺科技大學,學士班,118,17801.0,0.00663
104,大專校院,1023,南臺科技大學,碩士班,3,1447.0,0.00207
104,大專校院,1024,崑山科技大學,二專,0,,
104,大專校院,1024,崑山科技大學,五專,0,,
104,大專校院,1024,崑山科技大學,博士班,0,34.0,0.0
104,大專校院,1024,崑山科技大學,學士班,114,11973.0,0.00952
104,大專校院,1024,崑山科技大學,碩士班,11,629.0,0.01749
104,大專校院,1025,嘉南藥理大學,二專,0,,
104,大專校院,1025,嘉南藥理大學,五專,0,,
104,大專校院,1025,嘉南藥理大學,博士班,0,,
104,大專校院,1025,嘉南藥理大學,學士班,341,16440.0,0.02074
104,大專校院,1025,嘉南藥理大學,碩士班,4,531.0,0.00753
104,大專校院,1026,樹德科技大學,二專,0,,
104,大專校院,1026,樹德科技大學,五專,0,,
104,大專校院,1026,樹德科技大學,博士班,0,26.0,0.0
104,大專校院,1026,樹德科技大學,學士班,180,10526.0,0.0171
104,大專校院,1026,樹德科技大學,碩士班,7,795.0,0.00881
104,大專校院,1027,慈濟大學,二專,0,,
104,大專校院,1027,慈濟大學,五專,0,,
104,大專校院,1027,慈濟大學,博士班,0,104.0,0.0
104,大專校院,1027,慈濟大學,學士班,75,2934.0,0.02556
104,大專校院,1027,慈濟大學,碩士班,21,382.0,0.05497
