縣市代碼,縣市,年齡組,性別,教育程度,人數,資料時間
10007,彰化縣,25-34歲,女,國中初職,29,113Y12M
10007,彰化縣,25-34歲,女,大學院校,338,113Y12M
10007,彰化縣,25-34歲,女,專科,63,113Y12M
10007,彰化縣,25-34歲,女,小學,0,113Y12M
10007,彰化縣,25-34歲,女,未詳,0,113Y12M
10007,彰化縣,25-34歲,女,碩士,17,113Y12M
10007,彰化縣,25-34歲,女,自修,0,113Y12M
10007,彰化縣,25-34歲,女,高中職,205,113Y12M
10007,彰化縣,25-34歲,男,不識字,0,113Y12M
10007,彰化縣,25-34歲,男,博士,1,113Y12M
10007,彰化縣,25-34歲,男,國中初職,40,113Y12M
10007,彰化縣,25-34歲,男,大學院校,207,113Y12M
10007,彰化縣,25-34歲,男,專科,21,113Y12M
10007,彰化縣,25-34歲,男,小學,1,113Y12M
10007,彰化縣,25-34歲,男,未詳,0,113Y12M
10007,彰化縣,25-34歲,男,碩士,18,113Y12M
10007,彰化縣,25-34歲,男,自修,0,113Y12M
10007,彰化縣,25-34歲,男,高中職,245,113Y12M
10007,彰化縣,35-44歲,女,不識字,0,113Y12M
10007,彰化縣,35-44歲,女,博士,0,113Y12M
10007,彰化縣,35-44歲,女,國中初職,91,113Y12M
10007,彰化縣,35-44歲,女,大學院校,172,113Y12M
10007,彰化縣,35-44歲,女,專科,72,113Y12M
10007,彰化縣,35-44歲,女,小學,11,113Y12M
10007,彰化縣,35-44歲,女,未詳,0,113Y12M
10007,彰化縣,35-44歲,女,碩士,15,113Y12M
10007,彰化縣,35-44歲,女,自修,0,113Y12M
10007,彰化縣,35-44歲,女,高中職,251,113Y12M
10007,彰化縣,35-44歲,男,不識字,0,113Y12M
10007,彰化縣,35-44歲,男,博士,1,113Y12M
10007,彰化縣,35-44歲,男,國中初職,82,113Y12M
10007,彰化縣,35-44歲,男,大學院校,106,113Y12M
10007,彰化縣,35-44歲,男,專科,40,113Y12M
10007,彰化縣,35-44歲,男,小學,6,113Y12M
10007,彰化縣,35-44歲,男,未詳,0,113Y12M
10007,彰化縣,35-44歲,男,碩士,8,113Y12M
10007,彰化縣,35-44歲,男,自修,0,113Y12M
10007,彰化縣,35-44歲,男,高中職,206,113Y12M
10007,彰化縣,45-54歲,女,不識字,0,113Y12M
10007,彰化縣,45-54歲,女,博士,0,113Y12M
10007,彰化縣,45-54歲,女,國中初職,155,113Y12M
10007,彰化縣,45-54歲,女,大學院校,49,113Y12M
10007,彰化縣,45-54歲,女,專科,39,113Y12M
10007,彰化縣,45-54歲,女,小學,17,113Y12M
10007,彰化縣,45-54歲,女,未詳,0,113Y12M
10007,彰化縣,45-54歲,女,碩士,14,113Y12M
10007,彰化縣,45-54歲,女,自修,0,113Y12M
10007,彰化縣,45-54歲,女,高中職,162,113Y12M
10007,彰化縣,45-54歲,男,不識字,0,113Y12M
10007,彰化縣,45-54歲,男,博士,1,113Y12M
10007,彰化縣,45-54歲,男,國中初職,96,113Y12M
10007,彰化縣,45-54歲,男,大學院校,25,113Y12M
10007,彰化縣,45-54歲,男,專科,30,113Y12M
10007,彰化縣,45-54歲,男,小學,23,113Y12M
10007,彰化縣,45-54歲,男,未詳,0,113Y12M
10007,彰化縣,45-54歲,男,碩士,5,113Y12M
10007,彰化縣,45-54歲,男,自修,0,113Y12M
10007,彰化縣,45-54歲,男,高中職,99,113Y12M
10007,彰化縣,55-64歲,女,不識字,0,113Y12M
10007,彰化縣,55-64歲,女,博士,0,113Y12M
10007,彰化縣,55-64歲,女,國中初職,193,113Y12M
10007,彰化縣,55-64歲,女,大學院校,20,113Y12M
10007,彰化縣,55-64歲,女,專科,13,113Y12M
10007,彰化縣,55-64歲,女,小學,110,113Y12M
10007,彰化縣,55-64歲,女,未詳,0,113Y12M
10007,彰化縣,55-64歲,女,碩士,5,113Y12M
10007,彰化縣,55-64歲,女,自修,2,113Y12M
10007,彰化縣,55-64歲,女,高中職,97,113Y12M
10007,彰化縣,55-64歲,男,不識字,1,113Y12M
10007,彰化縣,55-64歲,男,博士,0,113Y12M
10007,彰化縣,55-64歲,男,國中初職,67,113Y12M
10007,彰化縣,55-64歲,男,大學院校,4,113Y12M
10007,彰化縣,55-64歲,男,專科,7,113Y12M
10007,彰化縣,55-64歲,男,小學,35,113Y12M
10007,彰化縣,55-64歲,男,未詳,0,113Y12M
10007,彰化縣,55-64歲,男,碩士,4,113Y12M
10007,彰化縣,55-64歲,男,自修,0,113Y12M
10007,彰化縣,55-64歲,男,高中職,57,113Y12M
10007,彰化縣,65歲以上,女,不識字,5,113Y12M
10007,彰化縣,65歲以上,女,博士,0,113Y12M
10007,彰化縣,65歲以上,女,國中初職,56,113Y12M
10007,彰化縣,65歲以上,女,大學院校,1,113Y12M
10007,彰化縣,65歲以上,女,專科,2,113Y12M
10007,彰化縣,65歲以上,女,小學,152,113Y12M
10007,彰化縣,65歲以上,女,未詳,0,113Y12M
10007,彰化縣,65歲以上,女,碩士,1,113Y12M
10007,彰化縣,65歲以上,女,自修,0,113Y12M
10007,彰化縣,65歲以上,女,高中職,30,113Y12M
10007,彰化縣,65歲以上,男,不識字,2,113Y12M
10007,彰化縣,65歲以上,男,博士,0,113Y12M
10007,彰化縣,65歲以上,男,國中初職,29,113Y12M
10007,彰化縣,65歲以上,男,大學院校,3,113Y12M
10007,彰化縣,65歲以上,男,專科,6,113Y12M
10007,彰化縣,65歲以上,男,小學,60,113Y12M
10007,彰化縣,65歲以上,男,未詳,0,113Y12M
10007,彰化縣,65歲以上,男,碩士,2,113Y12M
10007,彰化縣,65歲以上,男,自修,0,113Y12M
10007,彰化縣,65歲以上,男,高中職,24,113Y12M
10008,南投縣,15-24歲,女,不識字,0,113Y12M
10008,南投縣,15-24歲,女,博士,0,113Y12M
10008,南投縣,15-24歲,女,國中初職,95,113Y12M
10008,南投縣,15-24歲,女,大學院校,624,113Y12M
10008,南投縣,15-24歲,女,專科,473,113Y12M
10008,南投縣,15-24歲,女,小學,18,113Y12M
10008,南投縣,15-24歲,女,未詳,0,113Y12M
10008,南投縣,15-24歲,女,碩士,8,113Y12M
10008,南投縣,15-24歲,女,自修,0,113Y12M
10008,南投縣,15-24歲,女,高中職,877,113Y12M
10008,南投縣,15-24歲,男,不識字,0,113Y12M
10008,南投縣,15-24歲,男,博士,0,113Y12M
10008,南投縣,15-24歲,男,國中初職,121,113Y12M
10008,南投縣,15-24歲,男,大學院校,578,113Y12M
10008,南投縣,15-24歲,男,專科,160,113Y12M
10008,南投縣,15-24歲,男,小學,22,113Y12M
10008,南投縣,15-24歲,男,未詳,0,113Y12M
10008,南投縣,15-24歲,男,碩士,16,113Y12M
10008,南投縣,15-24歲,男,自修,0,113Y12M
10008,南投縣,15-24歲,男,高中職,1367,113Y12M
10008,南投縣,25-34歲,女,不識字,0,113Y12M
10008,南投縣,25-34歲,女,博士,1,113Y12M
10008,南投縣,25-34歲,女,國中初職,129,113Y12M
10008,南投縣,25-34歲,女,大學院校,1051,113Y12M
10008,南投縣,25-34歲,女,專科,363,113Y12M
10008,南投縣,25-34歲,女,小學,0,113Y12M
10008,南投縣,25-34歲,女,未詳,0,113Y12M
10008,南投縣,25-34歲,女,碩士,127,113Y12M
10008,南投縣,25-34歲,女,自修,0,113Y12M
10008,南投縣,25-34歲,女,高中職,774,113Y12M
10008,南投縣,25-34歲,男,不識字,1,113Y12M
10008,南投縣,25-34歲,男,博士,3,113Y12M
10008,南投縣,25-34歲,男,國中初職,152,113Y12M
10008,南投縣,25-34歲,男,大學院校,953,113Y12M
10008,南投縣,25-34歲,男,專科,167,113Y12M
10008,南投縣,25-34歲,男,小學,1,113Y12M
10008,南投縣,25-34歲,男,未詳,0,113Y12M
10008,南投縣,25-34歲,男,碩士,97,113Y12M
10008,南投縣,25-34歲,男,自修,0,113Y12M
10008,南投縣,25-34歲,男,高中職,1216,113Y12M
10008,南投縣,35-44歲,女,不識字,0,113Y12M
10008,南投縣,35-44歲,女,博士,6,113Y12M
10008,南投縣,35-44歲,女,國中初職,293,113Y12M
10008,南投縣,35-44歲,女,大學院校,495,113Y12M
10008,南投縣,35-44歲,女,專科,235,113Y12M
10008,南投縣,35-44歲,女,小學,16,113Y12M
10008,南投縣,35-44歲,女,未詳,0,113Y12M
10008,南投縣,35-44歲,女,碩士,98,113Y12M
10008,南投縣,35-44歲,女,自修,0,113Y12M
10008,南投縣,35-44歲,女,高中職,884,113Y12M
10008,南投縣,35-44歲,男,不識字,0,113Y12M
10008,南投縣,35-44歲,男,博士,6,113Y12M
10008,南投縣,35-44歲,男,國中初職,280,113Y12M
10008,南投縣,35-44歲,男,大學院校,408,113Y12M
10008,南投縣,35-44歲,男,專科,166,113Y12M
10008,南投縣,35-44歲,男,小學,23,113Y12M
10008,南投縣,35-44歲,男,未詳,0,113Y12M
10008,南投縣,35-44歲,男,碩士,96,113Y12M
10008,南投縣,35-44歲,男,自修,0,113Y12M
10008,南投縣,35-44歲,男,高中職,1219,113Y12M
10008,南投縣,45-54歲,女,不識字,0,113Y12M
10008,南投縣,45-54歲,女,博士,5,113Y12M
10008,南投縣,45-54歲,女,國中初職,495,113Y12M
10008,南投縣,45-54歲,女,大學院校,258,113Y12M
10008,南投縣,45-54歲,女,專科,146,113Y12M
10008,南投縣,45-54歲,女,小學,85,113Y12M
10008,南投縣,45-54歲,女,未詳,0,113Y12M
10008,南投縣,45-54歲,女,碩士,99,113Y12M
10008,南投縣,45-54歲,女,自修,0,113Y12M
10008,南投縣,45-54歲,女,高中職,858,113Y12M
10008,南投縣,45-54歲,男,不識字,0,113Y12M
10008,南投縣,45-54歲,男,博士,6,113Y12M
10008,南投縣,45-54歲,男,國中初職,421,113Y12M
10008,南投縣,45-54歲,男,大學院校,130,113Y12M
10008,南投縣,45-54歲,男,專科,179,113Y12M
10008,南投縣,45-54歲,男,小學,66,113Y12M
10008,南投縣,45-54歲,男,未詳,0,113Y12M
10008,南投縣,45-54歲,男,碩士,67,113Y12M
10008,南投縣,45-54歲,男,自修,0,113Y12M
10008,南投縣,45-54歲,男,高中職,1021,113Y12M
10008,南投縣,55-64歲,女,不識字,1,113Y12M
10008,南投縣,55-64歲,女,博士,6,113Y12M
10008,南投縣,55-64歲,女,國中初職,696,113Y12M
10008,南投縣,55-64歲,女,大學院校,90,113Y12M
10008,南投縣,55-64歲,女,專科,73,113Y12M
10008,南投縣,55-64歲,女,小學,330,113Y12M
10008,南投縣,55-64歲,女,未詳,0,113Y12M
10008,南投縣,55-64歲,女,碩士,42,113Y12M
10008,南投縣,55-64歲,女,自修,1,113Y12M
10008,南投縣,55-64歲,女,高中職,634,113Y12M
10008,南投縣,55-64歲,男,不識字,1,113Y12M
10008,南投縣,55-64歲,男,博士,4,113Y12M
10008,南投縣,55-64歲,男,國中初職,558,113Y12M
10008,南投縣,55-64歲,男,大學院校,58,113Y12M
10008,南投縣,55-64歲,男,專科,147,113Y12M
10008,南投縣,55-64歲,男,小學,181,113Y12M
10008,南投縣,55-64歲,男,未詳,0,113Y12M
10008,南投縣,55-64歲,男,碩士,44,113Y12M
10008,南投縣,55-64歲,男,自修,2,113Y12M
10008,南投縣,55-64歲,男,高中職,659,113Y12M
10008,南投縣,65歲以上,女,不識字,7,113Y12M
10008,南投縣,65歲以上,女,博士,0,113Y12M
10008,南投縣,65歲以上,女,國中初職,344,113Y12M
10008,南投縣,65歲以上,女,大學院校,31,113Y12M
10008,南投縣,65歲以上,女,專科,38,113Y12M
10008,南投縣,65歲以上,女,小學,1114,113Y12M
10008,南投縣,65歲以上,女,未詳,0,113Y12M
10008,南投縣,65歲以上,女,碩士,5,113Y12M
10008,南投縣,65歲以上,女,自修,5,113Y12M
10008,南投縣,65歲以上,女,高中職,204,113Y12M
10008,南投縣,65歲以上,男,不識字,3,113Y12M
10008,南投縣,65歲以上,男,博士,2,113Y12M
10008,南投縣,65歲以上,男,國中初職,202,113Y12M
10008,南投縣,65歲以上,男,大學院校,51,113Y12M
10008,南投縣,65歲以上,男,專科,78,113Y12M
10008,南投縣,65歲以上,男,小學,547,113Y12M
10008,南投縣,65歲以上,男,未詳,0,113Y12M
10008,南投縣,65歲以上,男,碩士,17,113Y12M
10008,南投縣,65歲以上,男,自修,1,113Y12M
10008,南投縣,65歲以上,男,高中職,305,113Y12M
10009,雲林縣,15-24歲,女,不識字,0,113Y12M
10009,雲林縣,15-24歲,女,博士,0,113Y12M
10009,雲林縣,15-24歲,女,國中初職,15,113Y12M
10009,雲林縣,15-24歲,女,大學院校,119,113Y12M
10009,雲林縣,15-24歲,女,專科,43,113Y12M
10009,雲林縣,15-24歲,女,小學,0,113Y12M
10009,雲林縣,15-24歲,女,未詳,0,113Y12M
10009,雲林縣,15-24歲,女,碩士,3,113Y12M
10009,雲林縣,15-24歲,女,自修,0,113Y12M
10009,雲林縣,15-24歲,女,高中職,108,113Y12M
10009,雲林縣,15-24歲,男,不識字,0,113Y12M
10009,雲林縣,15-24歲,男,博士,0,113Y12M
10009,雲林縣,15-24歲,男,國中初職,16,113Y12M
10009,雲林縣,15-24歲,男,大學院校,105,113Y12M
10009,雲林縣,15-24歲,男,專科,12,113Y12M
10009,雲林縣,15-24歲,男,小學,1,113Y12M
10009,雲林縣,15-24歲,男,未詳,0,113Y12M
10009,雲林縣,15-24歲,男,碩士,2,113Y12M
10009,雲林縣,15-24歲,男,自修,0,113Y12M
10009,雲林縣,15-24歲,男,高中職,162,113Y12M
10009,雲林縣,25-34歲,女,不識字,0,113Y12M
10009,雲林縣,25-34歲,女,博士,0,113Y12M
10009,雲林縣,25-34歲,女,國中初職,16,113Y12M
10009,雲林縣,25-34歲,女,大學院校,145,113Y12M
10009,雲林縣,25-34歲,女,專科,33,113Y12M
10009,雲林縣,25-34歲,女,小學,0,113Y12M
10009,雲林縣,25-34歲,女,未詳,0,113Y12M
10009,雲林縣,25-34歲,女,碩士,11,113Y12M
10009,雲林縣,25-34歲,女,自修,0,113Y12M
10009,雲林縣,25-34歲,女,高中職,105,113Y12M
10009,雲林縣,25-34歲,男,不識字,0,113Y12M
10009,雲林縣,25-34歲,男,博士,0,113Y12M
10009,雲林縣,25-34歲,男,國中初職,9,113Y12M
10009,雲林縣,25-34歲,男,大學院校,109,113Y12M
10009,雲林縣,25-34歲,男,專科,11,113Y12M
10009,雲林縣,25-34歲,男,小學,0,113Y12M
10009,雲林縣,25-34歲,男,未詳,0,113Y12M
10009,雲林縣,25-34歲,男,碩士,11,113Y12M
10009,雲林縣,25-34歲,男,自修,0,113Y12M
10009,雲林縣,25-34歲,男,高中職,94,113Y12M
10009,雲林縣,35-44歲,女,不識字,0,113Y12M
10009,雲林縣,35-44歲,女,博士,0,113Y12M
10009,雲林縣,35-44歲,女,國中初職,34,113Y12M
10009,雲林縣,35-44歲,女,大學院校,68,113Y12M
10009,雲林縣,35-44歲,女,專科,44,113Y12M
10009,雲林縣,35-44歲,女,小學,6,113Y12M
10009,雲林縣,35-44歲,女,未詳,0,113Y12M
10009,雲林縣,35-44歲,女,碩士,3,113Y12M
10009,雲林縣,35-44歲,女,自修,0,113Y12M
10009,雲林縣,35-44歲,女,高中職,134,113Y12M
10009,雲林縣,35-44歲,男,不識字,0,113Y12M
10009,雲林縣,35-44歲,男,博士,0,113Y12M
10009,雲林縣,35-44歲,男,國中初職,20,113Y12M
10009,雲林縣,35-44歲,男,大學院校,39,113Y12M
10009,雲林縣,35-44歲,男,專科,23,113Y12M
10009,雲林縣,35-44歲,男,小學,2,113Y12M
10009,雲林縣,35-44歲,男,未詳,0,113Y12M
10009,雲林縣,35-44歲,男,碩士,8,113Y12M
10009,雲林縣,35-44歲,男,自修,0,113Y12M
10009,雲林縣,35-44歲,男,高中職,88,113Y12M
10009,雲林縣,45-54歲,女,不識字,0,113Y12M
10009,雲林縣,45-54歲,女,博士,0,113Y12M
10009,雲林縣,45-54歲,女,國中初職,89,113Y12M
10009,雲林縣,45-54歲,女,大學院校,23,113Y12M
10009,雲林縣,45-54歲,女,專科,29,113Y12M
10009,雲林縣,45-54歲,女,小學,9,113Y12M
10009,雲林縣,45-54歲,女,未詳,0,113Y12M
10009,雲林縣,45-54歲,女,碩士,3,113Y12M
10009,雲林縣,45-54歲,女,自修,0,113Y12M
10009,雲林縣,45-54歲,女,高中職,116,113Y12M
10009,雲林縣,45-54歲,男,不識字,0,113Y12M
10009,雲林縣,45-54歲,男,博士,0,113Y12M
10009,雲林縣,45-54歲,男,國中初職,26,113Y12M
10009,雲林縣,45-54歲,男,大學院校,7,113Y12M
10009,雲林縣,45-54歲,男,專科,12,113Y12M
10009,雲林縣,45-54歲,男,小學,5,113Y12M
10009,雲林縣,45-54歲,男,未詳,0,113Y12M
10009,雲林縣,45-54歲,男,碩士,4,113Y12M
10009,雲林縣,45-54歲,男,自修,0,113Y12M
10009,雲林縣,45-54歲,男,高中職,76,113Y12M
10009,雲林縣,55-64歲,女,不識字,0,113Y12M
10009,雲林縣,55-64歲,女,博士,0,113Y12M
10009,雲林縣,55-64歲,女,國中初職,93,113Y12M
10009,雲林縣,55-64歲,女,大學院校,10,113Y12M
10009,雲林縣,55-64歲,女,專科,7,113Y12M
10009,雲林縣,55-64歲,女,小學,39,113Y12M
10009,雲林縣,55-64歲,女,未詳,0,113Y12M
10009,雲林縣,55-64歲,女,碩士,3,113Y12M
10009,雲林縣,55-64歲,女,自修,0,113Y12M
10009,雲林縣,55-64歲,女,高中職,58,113Y12M
10009,雲林縣,55-64歲,男,不識字,0,113Y12M
10009,雲林縣,55-64歲,男,博士,0,113Y12M
10009,雲林縣,55-64歲,男,國中初職,27,113Y12M
10009,雲林縣,55-64歲,男,大學院校,3,113Y12M
10009,雲林縣,55-64歲,男,專科,8,113Y12M
10009,雲林縣,55-64歲,男,小學,10,113Y12M
10009,雲林縣,55-64歲,男,未詳,0,113Y12M
10009,雲林縣,55-64歲,男,碩士,2,113Y12M
10009,雲林縣,55-64歲,男,自修,0,113Y12M
10009,雲林縣,55-64歲,男,高中職,23,113Y12M
10009,雲林縣,65歲以上,女,不識字,3,113Y12M
10009,雲林縣,65歲以上,女,博士,0,113Y12M
10009,雲林縣,65歲以上,女,國中初職,24,113Y12M
10009,雲林縣,65歲以上,女,大學院校,2,113Y12M
10009,雲林縣,65歲以上,女,專科,0,113Y12M
10009,雲林縣,65歲以上,女,小學,62,113Y12M
10009,雲林縣,65歲以上,女,未詳,0,113Y12M
10009,雲林縣,65歲以上,女,碩士,0,113Y12M
10009,雲林縣,65歲以上,女,自修,1,113Y12M
10009,雲林縣,65歲以上,女,高中職,14,113Y12M
10009,雲林縣,65歲以上,男,不識字,0,113Y12M
10009,雲林縣,65歲以上,男,博士,0,113Y12M
10009,雲林縣,65歲以上,男,國中初職,5,113Y12M
10009,雲林縣,65歲以上,男,大學院校,2,113Y12M
10009,雲林縣,65歲以上,男,專科,0,113Y12M
10009,雲林縣,65歲以上,男,小學,13,113Y12M
10009,雲林縣,65歲以上,男,未詳,0,113Y12M
10009,雲林縣,65歲以上,男,碩士,0,113Y12M
10009,雲林縣,65歲以上,男,自修,0,113Y12M
10009,雲林縣,65歲以上,男,高中職,3,113Y12M
10010,嘉義縣,15-24歲,女,不識字,0,113Y12M
10010,嘉義縣,15-24歲,女,博士,0,113Y12M
10010,嘉義縣,15-24歲,女,國中初職,14,113Y12M
10010,嘉義縣,15-24歲,女,大學院校,134,113Y12M
10010,嘉義縣,15-24歲,女,專科,38,113Y12M
10010,嘉義縣,15-24歲,女,小學,4,113Y12M
10010,嘉義縣,15-24歲,女,未詳,0,113Y12M
10010,嘉義縣,15-24歲,女,碩士,2,113Y12M
10010,嘉義縣,15-24歲,女,自修,0,113Y12M
10010,嘉義縣,15-24歲,女,高中職,177,113Y12M
10010,嘉義縣,15-24歲,男,不識字,0,113Y12M
10010,嘉義縣,15-24歲,男,博士,0,113Y12M
10010,嘉義縣,15-24歲,男,國中初職,19,113Y12M
10010,嘉義縣,15-24歲,男,大學院校,126,113Y12M
10010,嘉義縣,15-24歲,男,專科,26,113Y12M
10010,嘉義縣,15-24歲,男,小學,8,113Y12M
10010,嘉義縣,15-24歲,男,未詳,0,113Y12M
10010,嘉義縣,15-24歲,男,碩士,2,113Y12M
10010,嘉義縣,15-24歲,男,自修,0,113Y12M
10010,嘉義縣,15-24歲,男,高中職,289,113Y12M
10010,嘉義縣,25-34歲,女,不識字,0,113Y12M
10010,嘉義縣,25-34歲,女,博士,0,113Y12M
10010,嘉義縣,25-34歲,女,國中初職,17,113Y12M
10010,嘉義縣,25-34歲,女,大學院校,297,113Y12M
10010,嘉義縣,25-34歲,女,專科,45,113Y12M
10010,嘉義縣,25-34歲,女,小學,0,113Y12M
10010,嘉義縣,25-34歲,女,未詳,0,113Y12M
10010,嘉義縣,25-34歲,女,碩士,28,113Y12M
10010,嘉義縣,25-34歲,女,自修,0,113Y12M
10010,嘉義縣,25-34歲,女,高中職,164,113Y12M
10010,嘉義縣,25-34歲,男,不識字,0,113Y12M
10010,嘉義縣,25-34歲,男,博士,0,113Y12M
10010,嘉義縣,25-34歲,男,國中初職,37,113Y12M
10010,嘉義縣,25-34歲,男,大學院校,212,113Y12M
10010,嘉義縣,25-34歲,男,專科,27,113Y12M
10010,嘉義縣,25-34歲,男,小學,0,113Y12M
10010,嘉義縣,25-34歲,男,未詳,0,113Y12M
10010,嘉義縣,25-34歲,男,碩士,24,113Y12M
10010,嘉義縣,25-34歲,男,自修,0,113Y12M
10010,嘉義縣,25-34歲,男,高中職,242,113Y12M
10010,嘉義縣,35-44歲,女,不識字,0,113Y12M
10010,嘉義縣,35-44歲,女,博士,0,113Y12M
10010,嘉義縣,35-44歲,女,國中初職,67,113Y12M
10010,嘉義縣,35-44歲,女,大學院校,130,113Y12M
10010,嘉義縣,35-44歲,女,專科,55,113Y12M
10010,嘉義縣,35-44歲,女,小學,7,113Y12M
10010,嘉義縣,35-44歲,女,未詳,0,113Y12M
10010,嘉義縣,35-44歲,女,碩士,18,113Y12M
10010,嘉義縣,35-44歲,女,自修,0,113Y12M
10010,嘉義縣,35-44歲,女,高中職,187,113Y12M
10010,嘉義縣,35-44歲,男,不識字,1,113Y12M
10010,嘉義縣,35-44歲,男,博士,4,113Y12M
10010,嘉義縣,35-44歲,男,國中初職,66,113Y12M
10010,嘉義縣,35-44歲,男,大學院校,102,113Y12M
10010,嘉義縣,35-44歲,男,專科,24,113Y12M
10010,嘉義縣,35-44歲,男,小學,8,113Y12M
10010,嘉義縣,35-44歲,男,未詳,0,113Y12M
10010,嘉義縣,35-44歲,男,碩士,10,113Y12M
10010,嘉義縣,35-44歲,男,自修,0,113Y12M
10010,嘉義縣,35-44歲,男,高中職,174,113Y12M
10010,嘉義縣,45-54歲,女,不識字,0,113Y12M
10010,嘉義縣,45-54歲,女,博士,0,113Y12M
10010,嘉義縣,45-54歲,女,國中初職,131,113Y12M
10010,嘉義縣,45-54歲,女,大學院校,68,113Y12M
10010,嘉義縣,45-54歲,女,專科,53,113Y12M
10010,嘉義縣,45-54歲,女,小學,31,113Y12M
10010,嘉義縣,45-54歲,女,未詳,0,113Y12M
10010,嘉義縣,45-54歲,女,碩士,12,113Y12M
10010,嘉義縣,45-54歲,女,自修,0,113Y12M
10010,嘉義縣,45-54歲,女,高中職,153,113Y12M
10010,嘉義縣,45-54歲,男,不識字,0,113Y12M
10010,嘉義縣,45-54歲,男,博士,0,113Y12M
10010,嘉義縣,45-54歲,男,國中初職,119,113Y12M
10010,嘉義縣,45-54歲,男,大學院校,28,113Y12M
10010,嘉義縣,45-54歲,男,專科,33,113Y12M
10010,嘉義縣,45-54歲,男,小學,16,113Y12M
10010,嘉義縣,45-54歲,男,未詳,0,113Y12M
10010,嘉義縣,45-54歲,男,碩士,5,113Y12M
10010,嘉義縣,45-54歲,男,自修,0,113Y12M
10010,嘉義縣,45-54歲,男,高中職,151,113Y12M
10010,嘉義縣,55-64歲,女,不識字,0,113Y12M
10010,嘉義縣,55-64歲,女,博士,0,113Y12M
10010,嘉義縣,55-64歲,女,國中初職,171,113Y12M
10010,嘉義縣,55-64歲,女,大學院校,27,113Y12M
10010,嘉義縣,55-64歲,女,專科,28,113Y12M
10010,嘉義縣,55-64歲,女,小學,87,113Y12M
10010,嘉義縣,55-64歲,女,未詳,0,113Y12M
10010,嘉義縣,55-64歲,女,碩士,13,113Y12M
10010,嘉義縣,55-64歲,女,自修,0,113Y12M
10010,嘉義縣,55-64歲,女,高中職,147,113Y12M
10010,嘉義縣,55-64歲,男,不識字,0,113Y12M
10010,嘉義縣,55-64歲,男,博士,3,113Y12M
10010,嘉義縣,55-64歲,男,國中初職,105,113Y12M
10010,嘉義縣,55-64歲,男,大學院校,16,113Y12M
10010,嘉義縣,55-64歲,男,專科,36,113Y12M
10010,嘉義縣,55-64歲,男,小學,40,113Y12M
10010,嘉義縣,55-64歲,男,未詳,0,113Y12M
10010,嘉義縣,55-64歲,男,碩士,3,113Y12M
10010,嘉義縣,55-64歲,男,自修,0,113Y12M
10010,嘉義縣,55-64歲,男,高中職,140,113Y12M
10010,嘉義縣,65歲以上,女,不識字,2,113Y12M
10010,嘉義縣,65歲以上,女,博士,0,113Y12M
10010,嘉義縣,65歲以上,女,國中初職,96,113Y12M
10010,嘉義縣,65歲以上,女,大學院校,8,113Y12M
10010,嘉義縣,65歲以上,女,專科,17,113Y12M
10010,嘉義縣,65歲以上,女,小學,251,113Y12M
10010,嘉義縣,65歲以上,女,未詳,0,113Y12M
10010,嘉義縣,65歲以上,女,碩士,3,113Y12M
10010,嘉義縣,65歲以上,女,自修,3,113Y12M
10010,嘉義縣,65歲以上,女,高中職,77,113Y12M
10010,嘉義縣,65歲以上,男,不識字,0,113Y12M
10010,嘉義縣,65歲以上,男,博士,2,113Y12M
10010,嘉義縣,65歲以上,男,國中初職,59,113Y12M
10010,嘉義縣,65歲以上,男,大學院校,16,113Y12M
10010,嘉義縣,65歲以上,男,專科,18,113Y12M
10010,嘉義縣,65歲以上,男,小學,83,113Y12M
10010,嘉義縣,65歲以上,男,未詳,0,113Y12M
10010,嘉義縣,65歲以上,男,碩士,3,113Y12M
10010,嘉義縣,65歲以上,男,自修,0,113Y12M
10010,嘉義縣,65歲以上,男,高中職,92,113Y12M
10013,屏東縣,15-24歲,女,不識字,0,113Y12M
10013,屏東縣,15-24歲,女,博士,0,113Y12M
10013,屏東縣,15-24歲,女,國中初職,90,113Y12M
10013,屏東縣,15-24歲,女,大學院校,1391,113Y12M
10013,屏東縣,15-24歲,女,專科,788,113Y12M
10013,屏東縣,15-24歲,女,小學,24,113Y12M
10013,屏東縣,15-24歲,女,未詳,0,113Y12M
10013,屏東縣,15-24歲,女,碩士,26,113Y12M
10013,屏東縣,15-24歲,女,自修,0,113Y12M
10013,屏東縣,15-24歲,女,高中職,1463,113Y12M
10013,屏東縣,15-24歲,男,不識字,0,113Y12M
10013,屏東縣,15-24歲,男,博士,0,113Y12M
10013,屏東縣,15-24歲,男,國中初職,122,113Y12M
10013,屏東縣,15-24歲,男,大學院校,1128,113Y12M
10013,屏東縣,15-24歲,男,專科,273,113Y12M
10013,屏東縣,15-24歲,男,小學,19,113Y12M
10013,屏東縣,15-24歲,男,未詳,0,113Y12M
10013,屏東縣,15-24歲,男,碩士,20,113Y12M
10013,屏東縣,15-24歲,男,自修,0,113Y12M
10013,屏東縣,15-24歲,男,高中職,2484,113Y12M
10013,屏東縣,25-34歲,女,不識字,0,113Y12M
10013,屏東縣,25-34歲,女,博士,2,113Y12M
10013,屏東縣,25-34歲,女,國中初職,110,113Y12M
10013,屏東縣,25-34歲,女,大學院校,2332,113Y12M
10013,屏東縣,25-34歲,女,專科,627,113Y12M
10013,屏東縣,25-34歲,女,小學,10,113Y12M
