縣市代碼,縣市,年齡組,性別,教育程度,人數,資料時間
10013,屏東縣,25-34歲,女,未詳,0,113Y12M
10013,屏東縣,25-34歲,女,碩士,217,113Y12M
10013,屏東縣,25-34歲,女,自修,0,113Y12M
10013,屏東縣,25-34歲,女,高中職,1321,113Y12M
10013,屏東縣,25-34歲,男,不識字,1,113Y12M
10013,屏東縣,25-34歲,男,博士,3,113Y12M
10013,屏東縣,25-34歲,男,國中初職,158,113Y12M
10013,屏東縣,25-34歲,男,大學院校,1763,113Y12M
10013,屏東縣,25-34歲,男,專科,468,113Y12M
10013,屏東縣,25-34歲,男,小學,11,113Y12M
10013,屏東縣,25-34歲,男,未詳,0,113Y12M
10013,屏東縣,25-34歲,男,碩士,148,113Y12M
10013,屏東縣,25-34歲,男,自修,0,113Y12M
10013,屏東縣,25-34歲,男,高中職,2386,113Y12M
10013,屏東縣,35-44歲,女,不識字,0,113Y12M
10013,屏東縣,35-44歲,女,博士,7,113Y12M
10013,屏東縣,35-44歲,女,國中初職,449,113Y12M
10013,屏東縣,35-44歲,女,大學院校,1399,113Y12M
10013,屏東縣,35-44歲,女,專科,634,113Y12M
10013,屏東縣,35-44歲,女,小學,23,113Y12M
10013,屏東縣,35-44歲,女,未詳,0,113Y12M
10013,屏東縣,35-44歲,女,碩士,285,113Y12M
10013,屏東縣,35-44歲,女,自修,0,113Y12M
10013,屏東縣,35-44歲,女,高中職,1586,113Y12M
10013,屏東縣,35-44歲,男,不識字,5,113Y12M
10013,屏東縣,35-44歲,男,博士,16,113Y12M
10013,屏東縣,35-44歲,男,國中初職,620,113Y12M
10013,屏東縣,35-44歲,男,大學院校,948,113Y12M
10013,屏東縣,35-44歲,男,專科,376,113Y12M
10013,屏東縣,35-44歲,男,小學,42,113Y12M
10013,屏東縣,35-44歲,男,未詳,0,113Y12M
10013,屏東縣,35-44歲,男,碩士,147,113Y12M
10013,屏東縣,35-44歲,男,自修,0,113Y12M
10013,屏東縣,35-44歲,男,高中職,2485,113Y12M
10013,屏東縣,45-54歲,女,不識字,6,113Y12M
10013,屏東縣,45-54歲,女,博士,10,113Y12M
10013,屏東縣,45-54歲,女,國中初職,965,113Y12M
10013,屏東縣,45-54歲,女,大學院校,752,113Y12M
10013,屏東縣,45-54歲,女,專科,497,113Y12M
10013,屏東縣,45-54歲,女,小學,210,113Y12M
10013,屏東縣,45-54歲,女,未詳,0,113Y12M
10013,屏東縣,45-54歲,女,碩士,240,113Y12M
10013,屏東縣,45-54歲,女,自修,0,113Y12M
10013,屏東縣,45-54歲,女,高中職,1737,113Y12M
10013,屏東縣,45-54歲,男,不識字,6,113Y12M
10013,屏東縣,45-54歲,男,博士,17,113Y12M
10013,屏東縣,45-54歲,男,國中初職,1171,113Y12M
10013,屏東縣,45-54歲,男,大學院校,362,113Y12M
10013,屏東縣,45-54歲,男,專科,495,113Y12M
10013,屏東縣,45-54歲,男,小學,178,113Y12M
10013,屏東縣,45-54歲,男,未詳,0,113Y12M
10013,屏東縣,45-54歲,男,碩士,167,113Y12M
10013,屏東縣,45-54歲,男,自修,0,113Y12M
10013,屏東縣,45-54歲,男,高中職,1948,113Y12M
10013,屏東縣,55-64歲,女,不識字,18,113Y12M
10013,屏東縣,55-64歲,女,博士,9,113Y12M
10013,屏東縣,55-64歲,女,國中初職,1525,113Y12M
10013,屏東縣,55-64歲,女,大學院校,323,113Y12M
10013,屏東縣,55-64歲,女,專科,234,113Y12M
10013,屏東縣,55-64歲,女,小學,1344,113Y12M
10013,屏東縣,55-64歲,女,未詳,0,113Y12M
10013,屏東縣,55-64歲,女,碩士,126,113Y12M
10013,屏東縣,55-64歲,女,自修,4,113Y12M
10013,屏東縣,55-64歲,女,高中職,1137,113Y12M
10013,屏東縣,55-64歲,男,不識字,9,113Y12M
10013,屏東縣,55-64歲,男,博士,15,113Y12M
10013,屏東縣,55-64歲,男,國中初職,1364,113Y12M
10013,屏東縣,55-64歲,男,大學院校,176,113Y12M
10013,屏東縣,55-64歲,男,專科,284,113Y12M
10013,屏東縣,55-64歲,男,小學,821,113Y12M
10013,屏東縣,55-64歲,男,未詳,0,113Y12M
10013,屏東縣,55-64歲,男,碩士,82,113Y12M
10013,屏東縣,55-64歲,男,自修,1,113Y12M
10013,屏東縣,55-64歲,男,高中職,1255,113Y12M
10013,屏東縣,65歲以上,女,不識字,55,113Y12M
10013,屏東縣,65歲以上,女,博士,0,113Y12M
10013,屏東縣,65歲以上,女,國中初職,620,113Y12M
10013,屏東縣,65歲以上,女,大學院校,79,113Y12M
10013,屏東縣,65歲以上,女,專科,85,113Y12M
10013,屏東縣,65歲以上,女,小學,3525,113Y12M
10013,屏東縣,65歲以上,女,未詳,0,113Y12M
10013,屏東縣,65歲以上,女,碩士,10,113Y12M
10013,屏東縣,65歲以上,女,自修,40,113Y12M
10013,屏東縣,65歲以上,女,高中職,472,113Y12M
10013,屏東縣,65歲以上,男,不識字,11,113Y12M
10013,屏東縣,65歲以上,男,博士,8,113Y12M
10013,屏東縣,65歲以上,男,國中初職,470,113Y12M
10013,屏東縣,65歲以上,男,大學院校,118,113Y12M
10013,屏東縣,65歲以上,男,專科,191,113Y12M
10013,屏東縣,65歲以上,男,小學,1836,113Y12M
10013,屏東縣,65歲以上,男,未詳,0,113Y12M
10013,屏東縣,65歲以上,男,碩士,43,113Y12M
10013,屏東縣,65歲以上,男,自修,9,113Y12M
10013,屏東縣,65歲以上,男,高中職,655,113Y12M
10014,臺東縣,15-24歲,女,不識字,1,113Y12M
10014,臺東縣,15-24歲,女,博士,1,113Y12M
10014,臺東縣,15-24歲,女,國中初職,171,113Y12M
10014,臺東縣,15-24歲,女,大學院校,1524,113Y12M
10014,臺東縣,15-24歲,女,專科,1009,113Y12M
10014,臺東縣,15-24歲,女,小學,4,113Y12M
10014,臺東縣,15-24歲,女,未詳,0,113Y12M
10014,臺東縣,15-24歲,女,碩士,30,113Y12M
10014,臺東縣,15-24歲,女,自修,0,113Y12M
10014,臺東縣,15-24歲,女,高中職,1804,113Y12M
10014,臺東縣,15-24歲,男,不識字,0,113Y12M
10014,臺東縣,15-24歲,男,博士,0,113Y12M
10014,臺東縣,15-24歲,男,國中初職,185,113Y12M
10014,臺東縣,15-24歲,男,大學院校,1441,113Y12M
10014,臺東縣,15-24歲,男,專科,359,113Y12M
10014,臺東縣,15-24歲,男,小學,2,113Y12M
10014,臺東縣,15-24歲,男,未詳,0,113Y12M
10014,臺東縣,15-24歲,男,碩士,24,113Y12M
10014,臺東縣,15-24歲,男,自修,0,113Y12M
10014,臺東縣,15-24歲,男,高中職,2901,113Y12M
10014,臺東縣,25-34歲,女,不識字,0,113Y12M
10014,臺東縣,25-34歲,女,博士,4,113Y12M
10014,臺東縣,25-34歲,女,國中初職,153,113Y12M
10014,臺東縣,25-34歲,女,大學院校,2718,113Y12M
10014,臺東縣,25-34歲,女,專科,815,113Y12M
10014,臺東縣,25-34歲,女,小學,0,113Y12M
10014,臺東縣,25-34歲,女,未詳,0,113Y12M
10014,臺東縣,25-34歲,女,碩士,216,113Y12M
10014,臺東縣,25-34歲,女,自修,0,113Y12M
10014,臺東縣,25-34歲,女,高中職,1584,113Y12M
10014,臺東縣,25-34歲,男,不識字,1,113Y12M
10014,臺東縣,25-34歲,男,博士,7,113Y12M
10014,臺東縣,25-34歲,男,國中初職,222,113Y12M
10014,臺東縣,25-34歲,男,大學院校,2219,113Y12M
10014,臺東縣,25-34歲,男,專科,468,113Y12M
10014,臺東縣,25-34歲,男,小學,3,113Y12M
10014,臺東縣,25-34歲,男,未詳,0,113Y12M
10014,臺東縣,25-34歲,男,碩士,188,113Y12M
10014,臺東縣,25-34歲,男,自修,0,113Y12M
10014,臺東縣,25-34歲,男,高中職,3041,113Y12M
10014,臺東縣,35-44歲,女,不識字,3,113Y12M
10014,臺東縣,35-44歲,女,博士,6,113Y12M
10014,臺東縣,35-44歲,女,國中初職,606,113Y12M
10014,臺東縣,35-44歲,女,大學院校,1301,113Y12M
10014,臺東縣,35-44歲,女,專科,720,113Y12M
10014,臺東縣,35-44歲,女,小學,70,113Y12M
10014,臺東縣,35-44歲,女,未詳,0,113Y12M
10014,臺東縣,35-44歲,女,碩士,208,113Y12M
10014,臺東縣,35-44歲,女,自修,0,113Y12M
10014,臺東縣,35-44歲,女,高中職,1889,113Y12M
10014,臺東縣,35-44歲,男,不識字,4,113Y12M
10014,臺東縣,35-44歲,男,博士,11,113Y12M
10014,臺東縣,35-44歲,男,國中初職,856,113Y12M
10014,臺東縣,35-44歲,男,大學院校,1093,113Y12M
10014,臺東縣,35-44歲,男,專科,481,113Y12M
10014,臺東縣,35-44歲,男,小學,124,113Y12M
10014,臺東縣,35-44歲,男,未詳,0,113Y12M
10014,臺東縣,35-44歲,男,碩士,207,113Y12M
10014,臺東縣,35-44歲,男,自修,0,113Y12M
10014,臺東縣,35-44歲,男,高中職,2947,113Y12M
10014,臺東縣,45-54歲,女,不識字,12,113Y12M
10014,臺東縣,45-54歲,女,博士,9,113Y12M
10014,臺東縣,45-54歲,女,國中初職,1401,113Y12M
10014,臺東縣,45-54歲,女,大學院校,750,113Y12M
10014,臺東縣,45-54歲,女,專科,614,113Y12M
10014,臺東縣,45-54歲,女,小學,300,113Y12M
10014,臺東縣,45-54歲,女,未詳,0,113Y12M
10014,臺東縣,45-54歲,女,碩士,220,113Y12M
10014,臺東縣,45-54歲,女,自修,1,113Y12M
10014,臺東縣,45-54歲,女,高中職,2015,113Y12M
10014,臺東縣,45-54歲,男,不識字,5,113Y12M
10014,臺東縣,45-54歲,男,博士,17,113Y12M
10014,臺東縣,45-54歲,男,國中初職,2046,113Y12M
10014,臺東縣,45-54歲,男,大學院校,405,113Y12M
10014,臺東縣,45-54歲,男,專科,512,113Y12M
10014,臺東縣,45-54歲,男,小學,302,113Y12M
10014,臺東縣,45-54歲,男,未詳,0,113Y12M
10014,臺東縣,45-54歲,男,碩士,199,113Y12M
10014,臺東縣,45-54歲,男,自修,0,113Y12M
10014,臺東縣,45-54歲,男,高中職,2599,113Y12M
10014,臺東縣,55-64歲,女,不識字,26,113Y12M
10014,臺東縣,55-64歲,女,博士,7,113Y12M
10014,臺東縣,55-64歲,女,國中初職,2130,113Y12M
10014,臺東縣,55-64歲,女,大學院校,346,113Y12M
10014,臺東縣,55-64歲,女,專科,275,113Y12M
10014,臺東縣,55-64歲,女,小學,1485,113Y12M
10014,臺東縣,55-64歲,女,未詳,0,113Y12M
10014,臺東縣,55-64歲,女,碩士,74,113Y12M
10014,臺東縣,55-64歲,女,自修,4,113Y12M
10014,臺東縣,55-64歲,女,高中職,1372,113Y12M
10014,臺東縣,55-64歲,男,不識字,14,113Y12M
10014,臺東縣,55-64歲,男,博士,11,113Y12M
10014,臺東縣,55-64歲,男,國中初職,2475,113Y12M
10014,臺東縣,55-64歲,男,大學院校,206,113Y12M
10014,臺東縣,55-64歲,男,專科,320,113Y12M
10014,臺東縣,55-64歲,男,小學,966,113Y12M
10014,臺東縣,55-64歲,男,未詳,0,113Y12M
10014,臺東縣,55-64歲,男,碩士,91,113Y12M
10014,臺東縣,55-64歲,男,自修,0,113Y12M
10014,臺東縣,55-64歲,男,高中職,1905,113Y12M
10014,臺東縣,65歲以上,女,不識字,221,113Y12M
10014,臺東縣,65歲以上,女,博士,0,113Y12M
10014,臺東縣,65歲以上,女,國中初職,843,113Y12M
10014,臺東縣,65歲以上,女,大學院校,115,113Y12M
10014,臺東縣,65歲以上,女,專科,97,113Y12M
10014,臺東縣,65歲以上,女,小學,5519,113Y12M
10014,臺東縣,65歲以上,女,未詳,0,113Y12M
10014,臺東縣,65歲以上,女,碩士,12,113Y12M
10014,臺東縣,65歲以上,女,自修,31,113Y12M
10014,臺東縣,65歲以上,女,高中職,551,113Y12M
10014,臺東縣,65歲以上,男,不識字,30,113Y12M
10014,臺東縣,65歲以上,男,博士,4,113Y12M
10014,臺東縣,65歲以上,男,國中初職,969,113Y12M
10014,臺東縣,65歲以上,男,大學院校,199,113Y12M
10014,臺東縣,65歲以上,男,專科,204,113Y12M
10014,臺東縣,65歲以上,男,小學,2964,113Y12M
10014,臺東縣,65歲以上,男,未詳,0,113Y12M
10014,臺東縣,65歲以上,男,碩士,30,113Y12M
10014,臺東縣,65歲以上,男,自修,7,113Y12M
10014,臺東縣,65歲以上,男,高中職,967,113Y12M
10015,花蓮縣,15-24歲,女,不識字,0,113Y12M
10015,花蓮縣,15-24歲,女,博士,1,113Y12M
10015,花蓮縣,15-24歲,女,國中初職,170,113Y12M
10015,花蓮縣,15-24歲,女,大學院校,2015,113Y12M
10015,花蓮縣,15-24歲,女,專科,988,113Y12M
10015,花蓮縣,15-24歲,女,小學,60,113Y12M
10015,花蓮縣,15-24歲,女,未詳,0,113Y12M
10015,花蓮縣,15-24歲,女,碩士,39,113Y12M
10015,花蓮縣,15-24歲,女,自修,0,113Y12M
10015,花蓮縣,15-24歲,女,高中職,2537,113Y12M
10015,花蓮縣,15-24歲,男,不識字,0,113Y12M
10015,花蓮縣,15-24歲,男,博士,0,113Y12M
10015,花蓮縣,15-24歲,男,國中初職,177,113Y12M
10015,花蓮縣,15-24歲,男,大學院校,1984,113Y12M
10015,花蓮縣,15-24歲,男,專科,294,113Y12M
10015,花蓮縣,15-24歲,男,小學,45,113Y12M
10015,花蓮縣,15-24歲,男,未詳,0,113Y12M
10015,花蓮縣,15-24歲,男,碩士,44,113Y12M
10015,花蓮縣,15-24歲,男,自修,0,113Y12M
10015,花蓮縣,15-24歲,男,高中職,3658,113Y12M
10015,花蓮縣,25-34歲,女,不識字,1,113Y12M
10015,花蓮縣,25-34歲,女,博士,7,113Y12M
10015,花蓮縣,25-34歲,女,國中初職,174,113Y12M
10015,花蓮縣,25-34歲,女,大學院校,3594,113Y12M
10015,花蓮縣,25-34歲,女,專科,863,113Y12M
10015,花蓮縣,25-34歲,女,小學,2,113Y12M
10015,花蓮縣,25-34歲,女,未詳,0,113Y12M
10015,花蓮縣,25-34歲,女,碩士,251,113Y12M
10015,花蓮縣,25-34歲,女,自修,0,113Y12M
10015,花蓮縣,25-34歲,女,高中職,2345,113Y12M
10015,花蓮縣,25-34歲,男,不識字,2,113Y12M
10015,花蓮縣,25-34歲,男,博士,3,113Y12M
10015,花蓮縣,25-34歲,男,國中初職,245,113Y12M
10015,花蓮縣,25-34歲,男,大學院校,3148,113Y12M
10015,花蓮縣,25-34歲,男,專科,493,113Y12M
10015,花蓮縣,25-34歲,男,小學,3,113Y12M
10015,花蓮縣,25-34歲,男,未詳,0,113Y12M
10015,花蓮縣,25-34歲,男,碩士,242,113Y12M
10015,花蓮縣,25-34歲,男,自修,5,113Y12M
10015,花蓮縣,25-34歲,男,高中職,3626,113Y12M
10015,花蓮縣,35-44歲,女,不識字,2,113Y12M
10015,花蓮縣,35-44歲,女,博士,7,113Y12M
10015,花蓮縣,35-44歲,女,國中初職,703,113Y12M
10015,花蓮縣,35-44歲,女,大學院校,1641,113Y12M
10015,花蓮縣,35-44歲,女,專科,840,113Y12M
10015,花蓮縣,35-44歲,女,小學,65,113Y12M
10015,花蓮縣,35-44歲,女,未詳,0,113Y12M
10015,花蓮縣,35-44歲,女,碩士,247,113Y12M
10015,花蓮縣,35-44歲,女,自修,0,113Y12M
10015,花蓮縣,35-44歲,女,高中職,2327,113Y12M
10015,花蓮縣,35-44歲,男,不識字,0,113Y12M
10015,花蓮縣,35-44歲,男,博士,14,113Y12M
10015,花蓮縣,35-44歲,男,國中初職,814,113Y12M
10015,花蓮縣,35-44歲,男,大學院校,1581,113Y12M
10015,花蓮縣,35-44歲,男,專科,609,113Y12M
10015,花蓮縣,35-44歲,男,小學,65,113Y12M
10015,花蓮縣,35-44歲,男,未詳,0,113Y12M
10015,花蓮縣,35-44歲,男,碩士,233,113Y12M
10015,花蓮縣,35-44歲,男,自修,0,113Y12M
10015,花蓮縣,35-44歲,男,高中職,3335,113Y12M
10015,花蓮縣,45-54歲,女,不識字,1,113Y12M
10015,花蓮縣,45-54歲,女,博士,18,113Y12M
10015,花蓮縣,45-54歲,女,國中初職,1533,113Y12M
10015,花蓮縣,45-54歲,女,大學院校,828,113Y12M
10015,花蓮縣,45-54歲,女,專科,920,113Y12M
10015,花蓮縣,45-54歲,女,小學,290,113Y12M
10015,花蓮縣,45-54歲,女,未詳,0,113Y12M
10015,花蓮縣,45-54歲,女,碩士,272,113Y12M
10015,花蓮縣,45-54歲,女,自修,1,113Y12M
10015,花蓮縣,45-54歲,女,高中職,2644,113Y12M
10015,花蓮縣,45-54歲,男,不識字,3,113Y12M
10015,花蓮縣,45-54歲,男,博士,27,113Y12M
10015,花蓮縣,45-54歲,男,國中初職,1779,113Y12M
10015,花蓮縣,45-54歲,男,大學院校,602,113Y12M
10015,花蓮縣,45-54歲,男,專科,831,113Y12M
10015,花蓮縣,45-54歲,男,小學,221,113Y12M
10015,花蓮縣,45-54歲,男,未詳,0,113Y12M
10015,花蓮縣,45-54歲,男,碩士,217,113Y12M
10015,花蓮縣,45-54歲,男,自修,0,113Y12M
10015,花蓮縣,45-54歲,男,高中職,3087,113Y12M
10015,花蓮縣,55-64歲,女,不識字,17,113Y12M
10015,花蓮縣,55-64歲,女,博士,10,113Y12M
10015,花蓮縣,55-64歲,女,國中初職,2216,113Y12M
10015,花蓮縣,55-64歲,女,大學院校,404,113Y12M
10015,花蓮縣,55-64歲,女,專科,446,113Y12M
10015,花蓮縣,55-64歲,女,小學,1143,113Y12M
10015,花蓮縣,55-64歲,女,未詳,0,113Y12M
10015,花蓮縣,55-64歲,女,碩士,95,113Y12M
10015,花蓮縣,55-64歲,女,自修,2,113Y12M
10015,花蓮縣,55-64歲,女,高中職,2034,113Y12M
10015,花蓮縣,55-64歲,男,不識字,5,113Y12M
10015,花蓮縣,55-64歲,男,博士,8,113Y12M
10015,花蓮縣,55-64歲,男,國中初職,2239,113Y12M
10015,花蓮縣,55-64歲,男,大學院校,290,113Y12M
10015,花蓮縣,55-64歲,男,專科,566,113Y12M
10015,花蓮縣,55-64歲,男,小學,666,113Y12M
10015,花蓮縣,55-64歲,男,未詳,0,113Y12M
10015,花蓮縣,55-64歲,男,碩士,116,113Y12M
10015,花蓮縣,55-64歲,男,自修,2,113Y12M
10015,花蓮縣,55-64歲,男,高中職,2554,113Y12M
10015,花蓮縣,65歲以上,女,不識字,137,113Y12M
10015,花蓮縣,65歲以上,女,博士,0,113Y12M
10015,花蓮縣,65歲以上,女,國中初職,1324,113Y12M
10015,花蓮縣,65歲以上,女,大學院校,126,113Y12M
10015,花蓮縣,65歲以上,女,專科,167,113Y12M
10015,花蓮縣,65歲以上,女,小學,5377,113Y12M
10015,花蓮縣,65歲以上,女,未詳,0,113Y12M
10015,花蓮縣,65歲以上,女,碩士,25,113Y12M
10015,花蓮縣,65歲以上,女,自修,34,113Y12M
10015,花蓮縣,65歲以上,女,高中職,968,113Y12M
10015,花蓮縣,65歲以上,男,不識字,16,113Y12M
10015,花蓮縣,65歲以上,男,博士,11,113Y12M
10015,花蓮縣,65歲以上,男,國中初職,1184,113Y12M
10015,花蓮縣,65歲以上,男,大學院校,214,113Y12M
10015,花蓮縣,65歲以上,男,專科,340,113Y12M
10015,花蓮縣,65歲以上,男,小學,2637,113Y12M
10015,花蓮縣,65歲以上,男,未詳,0,113Y12M
10015,花蓮縣,65歲以上,男,碩士,43,113Y12M
10015,花蓮縣,65歲以上,男,自修,7,113Y12M
10015,花蓮縣,65歲以上,男,高中職,1279,113Y12M
10016,澎湖縣,15-24歲,女,不識字,0,113Y12M
10016,澎湖縣,15-24歲,女,博士,0,113Y12M
10016,澎湖縣,15-24歲,女,國中初職,2,113Y12M
10016,澎湖縣,15-24歲,女,大學院校,22,113Y12M
10016,澎湖縣,15-24歲,女,專科,13,113Y12M
10016,澎湖縣,15-24歲,女,小學,1,113Y12M
10016,澎湖縣,15-24歲,女,未詳,0,113Y12M
10016,澎湖縣,15-24歲,女,碩士,0,113Y12M
10016,澎湖縣,15-24歲,女,自修,0,113Y12M
10016,澎湖縣,15-24歲,女,高中職,15,113Y12M
10016,澎湖縣,15-24歲,男,不識字,0,113Y12M
10016,澎湖縣,15-24歲,男,博士,0,113Y12M
10016,澎湖縣,15-24歲,男,國中初職,0,113Y12M
10016,澎湖縣,15-24歲,男,大學院校,18,113Y12M
10016,澎湖縣,15-24歲,男,專科,6,113Y12M
10016,澎湖縣,15-24歲,男,小學,1,113Y12M
10016,澎湖縣,15-24歲,男,未詳,0,113Y12M
10016,澎湖縣,15-24歲,男,碩士,0,113Y12M
10016,澎湖縣,15-24歲,男,自修,0,113Y12M
10016,澎湖縣,15-24歲,男,高中職,27,113Y12M
10016,澎湖縣,25-34歲,女,不識字,0,113Y12M
10016,澎湖縣,25-34歲,女,博士,0,113Y12M
10016,澎湖縣,25-34歲,女,國中初職,2,113Y12M
10016,澎湖縣,25-34歲,女,大學院校,52,113Y12M
10016,澎湖縣,25-34歲,女,專科,10,113Y12M
10016,澎湖縣,25-34歲,女,小學,0,113Y12M
10016,澎湖縣,25-34歲,女,未詳,0,113Y12M
10016,澎湖縣,25-34歲,女,碩士,7,113Y12M
10016,澎湖縣,25-34歲,女,自修,0,113Y12M
10016,澎湖縣,25-34歲,女,高中職,20,113Y12M
10016,澎湖縣,25-34歲,男,不識字,0,113Y12M
10016,澎湖縣,25-34歲,男,博士,0,113Y12M
10016,澎湖縣,25-34歲,男,國中初職,3,113Y12M
10016,澎湖縣,25-34歲,男,大學院校,54,113Y12M
10016,澎湖縣,25-34歲,男,專科,9,113Y12M
10016,澎湖縣,25-34歲,男,小學,0,113Y12M
10016,澎湖縣,25-34歲,男,未詳,0,113Y12M
10016,澎湖縣,25-34歲,男,碩士,1,113Y12M
10016,澎湖縣,25-34歲,男,自修,0,113Y12M
10016,澎湖縣,25-34歲,男,高中職,42,113Y12M
10016,澎湖縣,35-44歲,女,不識字,0,113Y12M
10016,澎湖縣,35-44歲,女,博士,0,113Y12M
10016,澎湖縣,35-44歲,女,國中初職,7,113Y12M
10016,澎湖縣,35-44歲,女,大學院校,21,113Y12M
10016,澎湖縣,35-44歲,女,專科,6,113Y12M
10016,澎湖縣,35-44歲,女,小學,2,113Y12M
10016,澎湖縣,35-44歲,女,未詳,0,113Y12M
10016,澎湖縣,35-44歲,女,碩士,3,113Y12M
10016,澎湖縣,35-44歲,女,自修,0,113Y12M
10016,澎湖縣,35-44歲,女,高中職,20,113Y12M
10016,澎湖縣,35-44歲,男,不識字,0,113Y12M
10016,澎湖縣,35-44歲,男,博士,0,113Y12M
10016,澎湖縣,35-44歲,男,國中初職,11,113Y12M
10016,澎湖縣,35-44歲,男,大學院校,24,113Y12M
10016,澎湖縣,35-44歲,男,專科,7,113Y12M
10016,澎湖縣,35-44歲,男,小學,0,113Y12M
10016,澎湖縣,35-44歲,男,未詳,0,113Y12M
10016,澎湖縣,35-44歲,男,碩士,4,113Y12M
10016,澎湖縣,35-44歲,男,自修,0,113Y12M
10016,澎湖縣,35-44歲,男,高中職,22,113Y12M
10016,澎湖縣,45-54歲,女,不識字,0,113Y12M
10016,澎湖縣,45-54歲,女,博士,0,113Y12M
10016,澎湖縣,45-54歲,女,國中初職,14,113Y12M
10016,澎湖縣,45-54歲,女,大學院校,6,113Y12M
10016,澎湖縣,45-54歲,女,專科,6,113Y12M
10016,澎湖縣,45-54歲,女,小學,3,113Y12M
10016,澎湖縣,45-54歲,女,未詳,0,113Y12M
10016,澎湖縣,45-54歲,女,碩士,1,113Y12M
10016,澎湖縣,45-54歲,女,自修,0,113Y12M
10016,澎湖縣,45-54歲,女,高中職,21,113Y12M
10016,澎湖縣,45-54歲,男,不識字,0,113Y12M
10016,澎湖縣,45-54歲,男,博士,0,113Y12M
10016,澎湖縣,45-54歲,男,國中初職,5,113Y12M
10016,澎湖縣,45-54歲,男,大學院校,5,113Y12M
10016,澎湖縣,45-54歲,男,專科,2,113Y12M
10016,澎湖縣,45-54歲,男,小學,0,113Y12M
10016,澎湖縣,45-54歲,男,未詳,0,113Y12M
10016,澎湖縣,45-54歲,男,碩士,4,113Y12M
10016,澎湖縣,45-54歲,男,自修,0,113Y12M
10016,澎湖縣,45-54歲,男,高中職,9,113Y12M
10016,澎湖縣,55-64歲,女,不識字,0,113Y12M
10016,澎湖縣,55-64歲,女,博士,0,113Y12M
10016,澎湖縣,55-64歲,女,國中初職,17,113Y12M
10016,澎湖縣,55-64歲,女,大學院校,2,113Y12M
10016,澎湖縣,55-64歲,女,專科,3,113Y12M
10016,澎湖縣,55-64歲,女,小學,5,113Y12M
10016,澎湖縣,55-64歲,女,未詳,0,113Y12M
10016,澎湖縣,55-64歲,女,碩士,0,113Y12M
10016,澎湖縣,55-64歲,女,自修,0,113Y12M
10016,澎湖縣,55-64歲,女,高中職,10,113Y12M
10016,澎湖縣,55-64歲,男,不識字,0,113Y12M
10016,澎湖縣,55-64歲,男,博士,0,113Y12M
10016,澎湖縣,55-64歲,男,國中初職,9,113Y12M
10016,澎湖縣,55-64歲,男,大學院校,1,113Y12M
10016,澎湖縣,55-64歲,男,專科,4,113Y12M
10016,澎湖縣,55-64歲,男,小學,2,113Y12M
10016,澎湖縣,55-64歲,男,未詳,0,113Y12M
10016,澎湖縣,55-64歲,男,碩士,0,113Y12M
10016,澎湖縣,55-64歲,男,自修,0,113Y12M
10016,澎湖縣,55-64歲,男,高中職,9,113Y12M
10016,澎湖縣,65歲以上,女,不識字,2,113Y12M
10016,澎湖縣,65歲以上,女,博士,0,113Y12M
10016,澎湖縣,65歲以上,女,國中初職,7,113Y12M
10016,澎湖縣,65歲以上,女,大學院校,0,113Y12M
10016,澎湖縣,65歲以上,女,專科,0,113Y12M
10016,澎湖縣,65歲以上,女,小學,14,113Y12M
10016,澎湖縣,65歲以上,女,未詳,0,113Y12M
10016,澎湖縣,65歲以上,女,碩士,1,113Y12M
10016,澎湖縣,65歲以上,女,自修,1,113Y12M
10016,澎湖縣,65歲以上,女,高中職,6,113Y12M
10016,澎湖縣,65歲以上,男,不識字,0,113Y12M
10016,澎湖縣,65歲以上,男,博士,0,113Y12M
10016,澎湖縣,65歲以上,男,國中初職,0,113Y12M
10016,澎湖縣,65歲以上,男,大學院校,0,113Y12M
10016,澎湖縣,65歲以上,男,專科,0,113Y12M
10016,澎湖縣,65歲以上,男,小學,2,113Y12M
10016,澎湖縣,65歲以上,男,未詳,0,113Y12M
10016,澎湖縣,65歲以上,男,碩士,0,113Y12M
10016,澎湖縣,65歲以上,男,自修,0,113Y12M
10016,澎湖縣,65歲以上,男,高中職,2,113Y12M
10017,基隆市,15-24歲,女,不識字,0,113Y12M
10017,基隆市,15-24歲,女,博士,0,113Y12M
10017,基隆市,15-24歲,女,國中初職,34,113Y12M
10017,基隆市,15-24歲,女,大學院校,255,113Y12M
10017,基隆市,15-24歲,女,專科,103,113Y12M
10017,基隆市,15-24歲,女,小學,7,113Y12M
10017,基隆市,15-24歲,女,未詳,0,113Y12M
10017,基隆市,15-24歲,女,碩士,4,113Y12M
10017,基隆市,15-24歲,女,自修,0,113Y12M
10017,基隆市,15-24歲,女,高中職,290,113Y12M
10017,基隆市,15-24歲,男,不識字,0,113Y12M
10017,基隆市,15-24歲,男,博士,0,113Y12M
10017,基隆市,15-24歲,男,國中初職,45,113Y12M
10017,基隆市,15-24歲,男,大學院校,224,113Y12M
10017,基隆市,15-24歲,男,專科,35,113Y12M
10017,基隆市,15-24歲,男,小學,3,113Y12M
10017,基隆市,15-24歲,男,未詳,0,113Y12M
10017,基隆市,15-24歲,男,碩士,4,113Y12M
10017,基隆市,15-24歲,男,自修,0,113Y12M
10017,基隆市,15-24歲,男,高中職,393,113Y12M
10017,基隆市,25-34歲,女,不識字,0,113Y12M
